id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,eco_task,approach,difficulty,keywords,split,source,template_family
PMP-PRO-00781,"The project manager is accountable for an internal operations improvement project, delivered through a Predictive model. A change request conflicts with approved project constraints. Which step should be taken to resolve the issue effectively?",Replace the team member most closely associated with the issue,Work with the team to identify root cause and implement a preventive or corrective action,Remove the item from scope to protect the baseline,Assign blame to the responsible party and document the performance issue,B,"The project manager should address root cause, not only symptoms.",Process,Manage changes,Predictive,easy,"scope, quality, risk",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00782,"During a process optimization initiative, the project manager is working in a Hybrid environment. A newly assigned team member lacks knowledge of the project context. Which step should be taken to resolve the issue effectively?",Make the decision alone to avoid slowing the project team,Cancel the current iteration and restart the planning process,Update the schedule without consulting the affected stakeholders,"Analyze the impact, document the issue, and follow the appropriate change control process",D,Changes should be evaluated for impact before approval or implementation.,Process,Manage risks,Hybrid,easy,"scope, quality, risk",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00783,"A project manager is leading a digital transformation program using a Hybrid approach. A stakeholder bypasses the agreed communication channels. The issue has moderate impact, but several stakeholders have different expectations. What should the project manager do before taking corrective action?",Ask the sponsor to decide the technical solution,Delay all project work until every stakeholder reaches full agreement,Remove the item from scope to protect the baseline,"Assess the impact on scope, schedule, cost, quality, and risk before deciding",D,Integrated impact analysis is required before corrective action.,Process,Manage procurement,Hybrid,medium,"schedule, risk, change control",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00784,"On a new service launch, a project manager is responsible for delivery under a Agile lifecycle. A dependency owner cannot commit to the required date. The situation affects both delivery predictability and stakeholder confidence. Which action best aligns with PMI's project management principles?",Facilitate a collaborative discussion to understand concerns and align the team,Ask the sponsor to decide the technical solution,Escalate the issue immediately to the sponsor without further analysis,Continue with the original plan because it was formally approved,A,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Empower team members,Agile,medium,"team, leadership, conflict",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00785,"A project manager is leading a business intelligence implementation using a Predictive approach. A business unit refuses to participate in validation activities. Two alternatives appear reasonable, but one may reduce long-term business value. How should the project manager proceed?",Approve the request immediately to maintain stakeholder satisfaction,Work with the team to identify root cause and implement a preventive or corrective action,Ignore the concern until it appears in the next status report,Close the risk because it has not yet occurred,B,"The project manager should address root cause, not only symptoms.",Process,Handle dependencies,Predictive,hard,"change control, risk, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00786,"A project manager has recently joined a financial services migration, which follows a Predictive approach. Two senior team members disagree about the delivery approach. Which action best aligns with PMI's project management principles?","Review the relevant plan or register, update it, and define an appropriate response",Tell the customer the change cannot be considered at this point,Continue with the original plan because it was formally approved,Approve the request immediately to maintain stakeholder satisfaction,A,"PMI expects proactive planning, documentation, and response definition.",Process,Manage changes,Predictive,easy,"change control, scope, schedule",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00787,"In a financial services migration, the project team is operating with a Hybrid delivery model. Several team members are uncertain about roles and responsibilities. The situation affects both delivery predictability and stakeholder confidence. What is the best course of action?",Make the decision alone to avoid slowing the project team,Tell the customer the change cannot be considered at this point,Continue with the original plan because it was formally approved,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,D,The project manager must keep the project aligned with value and strategy.,Business,Manage business impact,Hybrid,medium,"governance, benefits, compliance",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-00788,"A project manager has recently joined a mobile application delivery project, which follows a Agile approach. The product owner is unavailable for backlog clarification. The situation affects both delivery predictability and stakeholder confidence. Which action should the project manager take next?",Ignore the concern until it appears in the next status report,Assign blame to the responsible party and document the performance issue,Replace the team member most closely associated with the issue,Facilitate a collaborative discussion to understand concerns and align the team,D,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Promote collaboration,Agile,medium,"stakeholders, conflict, collaboration",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00789,"In a financial services migration, the project team is operating with a Hybrid delivery model. A dependency owner cannot commit to the required date. The issue has moderate impact, but several stakeholders have different expectations. Which action should the project manager take next?",Approve the request immediately to maintain stakeholder satisfaction,Replace the team member most closely associated with the issue,Continue with the original plan because it was formally approved,Engage the governance body with evidence-based options and recommendations,D,"Governance decisions should be supported by analysis, not assumptions.",Business,Assess value delivery,Hybrid,medium,"value, governance, strategy",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00790,"During a cloud migration project, the project manager is working in a Agile environment. A new regulation affects part of the planned solution. Which action should the project manager take next?",Delay all project work until every stakeholder reaches full agreement,Tell the customer the change cannot be considered at this point,Update the schedule without consulting the affected stakeholders,Meet with the affected people to identify the root cause and agree on a constructive path forward,D,The best first step is to understand the root cause and involve the people closest to the issue.,People,Lead a team,Agile,easy,"leadership, stakeholders, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00791,"In an infrastructure modernization effort, the project team is operating with a Agile delivery model. A change request conflicts with approved project constraints. The team has limited time to respond before the next status review. What is the most appropriate response?",Escalate the issue immediately to the sponsor without further analysis,Approve the request immediately to maintain stakeholder satisfaction,Cancel the current iteration and restart the planning process,Engage the governance body with evidence-based options and recommendations,D,"Governance decisions should be supported by analysis, not assumptions.",Business,Support governance,Agile,medium,"compliance, value, governance",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00792,"The project manager is accountable for a mobile application delivery project, delivered through a Hybrid model. A key stakeholder requests a major change late in the iteration. The issue has moderate impact, but several stakeholders have different expectations. Which action should the project manager take next?",Make the decision alone to avoid slowing the project team,Use servant leadership to support the team in resolving the issue,Ask the sponsor to decide the technical solution,Direct the team to work overtime until the issue is resolved,B,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Empower team members,Hybrid,medium,"leadership, collaboration, conflict",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00793,"A project manager is leading a manufacturing automation project using a Predictive approach. A business unit refuses to participate in validation activities. The issue has moderate impact, but several stakeholders have different expectations. What is the most appropriate response?",Make the decision alone to avoid slowing the project team,Confirm whether the project still supports the expected benefits before recommending changes,Tell the customer the change cannot be considered at this point,Escalate the issue immediately to the sponsor without further analysis,B,Modern PMP emphasizes value delivery and benefits realization.,Business,Align project with business value,Predictive,medium,"value, compliance, governance",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00794,A Predictive project is underway for a financial services migration. A predictive project receives frequent change requests from business users. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do before taking corrective action?,Cancel the current iteration and restart the planning process,Confirm whether the project still supports the expected benefits before recommending changes,Remove the item from scope to protect the baseline,Delay all project work until every stakeholder reaches full agreement,B,Modern PMP emphasizes value delivery and benefits realization.,Business,Respond to market change,Predictive,medium,"strategy, governance, benefits",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00795,"In a data analytics platform rollout, the project team is operating with a Agile delivery model. The customer reports that the delivered increment does not solve the expected problem. The team has limited time to respond before the next status review. What is the most appropriate response?",Direct the team to work overtime until the issue is resolved,"Analyze the impact, document the issue, and follow the appropriate change control process",Tell the customer the change cannot be considered at this point,Assign blame to the responsible party and document the performance issue,B,Changes should be evaluated for impact before approval or implementation.,Process,Manage changes,Agile,medium,"change control, scope, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00796,"The project manager is accountable for a cybersecurity enhancement project, delivered through a Agile model. A retrospective reveals recurring blockers outside the team's control. The sponsor expects immediate action, while the team recommends further analysis. What should the project manager do before taking corrective action?",Remove the item from scope to protect the baseline,Update the schedule without consulting the affected stakeholders,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Continue with the original plan because it was formally approved,C,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Address impediments,Agile,hard,"team, stakeholders, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00797,"The project manager is accountable for an internal operations improvement project, delivered through a Predictive model. A business unit refuses to participate in validation activities. Which step should be taken to resolve the issue effectively?",Direct the team to work overtime until the issue is resolved,Update the schedule without consulting the affected stakeholders,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Cancel the current iteration and restart the planning process,C,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Empower team members,Predictive,easy,"team, collaboration, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00798,"On a manufacturing automation project, a project manager is responsible for delivery under a Agile lifecycle. A procurement contract does not clearly define acceptance criteria. What is the best course of action?",Ignore the concern until it appears in the next status report,Review the benefits realization plan and adjust the approach with stakeholder agreement,Remove the item from scope to protect the baseline,Tell the customer the change cannot be considered at this point,B,Projects should remain aligned to business outcomes throughout delivery.,Business,Assess value delivery,Agile,easy,"strategy, benefits, governance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00799,"On a new service launch, a project manager is responsible for delivery under a Agile lifecycle. The customer asks for faster delivery without reducing scope. The team has limited time to respond before the next status review. What is the best course of action?",Approve the request immediately to maintain stakeholder satisfaction,Close the risk because it has not yet occurred,Engage the governance body with evidence-based options and recommendations,Continue with the original plan because it was formally approved,C,"Governance decisions should be supported by analysis, not assumptions.",Business,Ensure benefits realization,Agile,medium,"compliance, value, benefits",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00800,"During a regulatory compliance initiative, the project manager is working in a Agile environment. A change request conflicts with approved project constraints. Which action best aligns with PMI's project management principles?",Ignore the concern until it appears in the next status report,Approve the request immediately to maintain stakeholder satisfaction,Coach the team toward shared ownership while removing impediments,Close the risk because it has not yet occurred,C,The project manager should enable the team rather than command the solution.,People,Lead a team,Agile,easy,"conflict, collaboration, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00801,"On a supply chain improvement project, a project manager is responsible for delivery under a Hybrid lifecycle. The team is meeting deadlines but quality defects are increasing. The team has limited time to respond before the next status review. What is the most appropriate response?",Ask the sponsor to decide the technical solution,"Analyze the impact, document the issue, and follow the appropriate change control process",Tell the customer the change cannot be considered at this point,Delay all project work until every stakeholder reaches full agreement,B,Changes should be evaluated for impact before approval or implementation.,Process,Plan project work,Hybrid,medium,"schedule, scope, risk",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00802,A Hybrid project is underway for a regulatory compliance initiative. The product owner is unavailable for backlog clarification. What should the project manager do before taking corrective action?,Engage the governance body with evidence-based options and recommendations,Ignore the concern until it appears in the next status report,Assign blame to the responsible party and document the performance issue,Remove the item from scope to protect the baseline,A,"Governance decisions should be supported by analysis, not assumptions.",Business,Maintain compliance,Hybrid,easy,"compliance, strategy, governance",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00803,"While managing a manufacturing automation project, the project manager uses a Predictive approach. A risk identified earlier is becoming more likely. The issue has moderate impact, but several stakeholders have different expectations. Which action should the project manager take next?",Direct the team to work overtime until the issue is resolved,Cancel the current iteration and restart the planning process,Delay all project work until every stakeholder reaches full agreement,Meet with the affected people to identify the root cause and agree on a constructive path forward,D,The best first step is to understand the root cause and involve the people closest to the issue.,People,Mentor a team member,Predictive,medium,"stakeholders, conflict, team",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00804,A Hybrid project is underway for a process optimization initiative. A key stakeholder requests a major change late in the iteration. The team has limited time to respond before the next status review. What is the most appropriate response?,Assess compliance and business implications before proceeding,Direct the team to work overtime until the issue is resolved,Ask the sponsor to decide the technical solution,Approve the request immediately to maintain stakeholder satisfaction,A,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Support organizational change,Hybrid,medium,"value, strategy, benefits",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00805,"In a manufacturing automation project, the project team is operating with a Hybrid delivery model. The sponsor pressures the team to reduce testing time. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What should the project manager do before taking corrective action?","Analyze the impact, document the issue, and follow the appropriate change control process",Update the schedule without consulting the affected stakeholders,Escalate the issue immediately to the sponsor without further analysis,Ask the sponsor to decide the technical solution,A,Changes should be evaluated for impact before approval or implementation.,Process,Ensure quality,Hybrid,hard,"risk, schedule, scope",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-00806,"While managing a healthcare process improvement initiative, the project manager uses a Hybrid approach. The customer reports that the delivered increment does not solve the expected problem. The situation affects both delivery predictability and stakeholder confidence. Which action best aligns with PMI's project management principles?",Tell the customer the change cannot be considered at this point,Update the schedule without consulting the affected stakeholders,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Close the risk because it has not yet occurred,C,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Mentor a team member,Hybrid,medium,"collaboration, conflict, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00807,"During a manufacturing automation project, the project manager is working in a Predictive environment. A critical defect appears shortly before a planned release. What should the project manager do first?",Meet with the affected people to identify the root cause and agree on a constructive path forward,Replace the team member most closely associated with the issue,Assign blame to the responsible party and document the performance issue,Make the decision alone to avoid slowing the project team,A,The best first step is to understand the root cause and involve the people closest to the issue.,People,Mentor a team member,Predictive,easy,"stakeholders, team, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00808,"During a manufacturing automation project, the project manager is working in a Predictive environment. A predictive project receives frequent change requests from business users. What is the most appropriate response?",Continue with the original plan because it was formally approved,Cancel the current iteration and restart the planning process,Use servant leadership to support the team in resolving the issue,Remove the item from scope to protect the baseline,C,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Manage conflict,Predictive,easy,"leadership, stakeholders, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00809,A Agile project is underway for a digital transformation program. Two senior team members disagree about the delivery approach. How should the project manager proceed?,Replace the team member most closely associated with the issue,Escalate the issue immediately to the sponsor without further analysis,Close the risk because it has not yet occurred,Confirm whether the project still supports the expected benefits before recommending changes,D,Modern PMP emphasizes value delivery and benefits realization.,Business,Support organizational change,Agile,easy,"strategy, governance, benefits",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00810,"The project manager is accountable for a new service launch, delivered through a Hybrid model. A supplier misses an important intermediate milestone. The situation affects both delivery predictability and stakeholder confidence. What is the most appropriate response?",Ignore the concern until it appears in the next status report,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,Replace the team member most closely associated with the issue,Approve the request immediately to maintain stakeholder satisfaction,B,The project manager must keep the project aligned with value and strategy.,Business,Maintain compliance,Hybrid,medium,"value, strategy, compliance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00811,A Agile project is underway for a new service launch. Stakeholders disagree about the definition of project success. The situation affects both delivery predictability and stakeholder confidence. Which step should be taken to resolve the issue effectively?,Tell the customer the change cannot be considered at this point,Approve the request immediately to maintain stakeholder satisfaction,"Assess the impact on scope, schedule, cost, quality, and risk before deciding",Direct the team to work overtime until the issue is resolved,C,Integrated impact analysis is required before corrective action.,Process,Manage changes,Agile,medium,"schedule, change control, risk",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00812,A Agile project is underway for a regulatory compliance initiative. A predictive project receives frequent change requests from business users. The situation affects both delivery predictability and stakeholder confidence. Which action should the project manager take next?,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Cancel the current iteration and restart the planning process,Close the risk because it has not yet occurred,Escalate the issue immediately to the sponsor without further analysis,A,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Manage conflict,Agile,medium,"team, leadership, conflict",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00813,"The project manager is accountable for a process optimization initiative, delivered through a Hybrid model. A business unit refuses to participate in validation activities. The team has limited time to respond before the next status review. What should the project manager do to best address the situation?","Assess the impact on scope, schedule, cost, quality, and risk before deciding",Ask the sponsor to decide the technical solution,Approve the request immediately to maintain stakeholder satisfaction,Close the risk because it has not yet occurred,A,Integrated impact analysis is required before corrective action.,Process,Manage schedule,Hybrid,medium,"schedule, quality, scope",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00814,"On a mobile application delivery project, a project manager is responsible for delivery under a Hybrid lifecycle. Team velocity has dropped for three consecutive iterations. The situation affects both delivery predictability and stakeholder confidence. What is the most appropriate response?",Work with the team to identify root cause and implement a preventive or corrective action,Tell the customer the change cannot be considered at this point,Escalate the issue immediately to the sponsor without further analysis,Ignore the concern until it appears in the next status report,A,"The project manager should address root cause, not only symptoms.",Process,Manage schedule,Hybrid,medium,"risk, quality, schedule",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00815,"A project manager is leading a vendor-led integration project using a Predictive approach. Users reject a deliverable during a review session. The sponsor expects immediate action, while the team recommends further analysis. What is the best course of action?",Meet with the affected people to identify the root cause and agree on a constructive path forward,Approve the request immediately to maintain stakeholder satisfaction,Update the schedule without consulting the affected stakeholders,Direct the team to work overtime until the issue is resolved,A,The best first step is to understand the root cause and involve the people closest to the issue.,People,Support team performance,Predictive,hard,"team, conflict, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00816,"On a cybersecurity enhancement project, a project manager is responsible for delivery under a Predictive lifecycle. The project manager discovers that assumptions are outdated. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do before taking corrective action?",Update the schedule without consulting the affected stakeholders,Replace the team member most closely associated with the issue,Facilitate a collaborative discussion to understand concerns and align the team,Continue with the original plan because it was formally approved,C,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Mentor a team member,Predictive,medium,"stakeholders, team, conflict",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00817,"While managing a financial services migration, the project manager uses a Hybrid approach. The team is meeting deadlines but quality defects are increasing. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do to best address the situation?",Tell the customer the change cannot be considered at this point,Review acceptance criteria with stakeholders and validate the deliverable against agreed requirements,Replace the team member most closely associated with the issue,Delay all project work until every stakeholder reaches full agreement,B,Validation should be based on agreed criteria and stakeholder alignment.,Process,Manage changes,Hybrid,medium,"schedule, scope, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00818,"A project manager has recently joined an enterprise resource planning deployment, which follows a Agile approach. A retrospective reveals recurring blockers outside the team's control. How should the project manager proceed?",Close the risk because it has not yet occurred,Update the schedule without consulting the affected stakeholders,Approve the request immediately to maintain stakeholder satisfaction,Assess compliance and business implications before proceeding,D,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Respond to market change,Agile,easy,"benefits, strategy, value",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00819,"A project manager has recently joined an internal operations improvement project, which follows a Agile approach. A dependency with another team threatens the next release. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do before taking corrective action?",Update the schedule without consulting the affected stakeholders,Work with the team to identify root cause and implement a preventive or corrective action,Escalate the issue immediately to the sponsor without further analysis,Make the decision alone to avoid slowing the project team,B,"The project manager should address root cause, not only symptoms.",Process,Validate deliverables,Agile,medium,"risk, quality, scope",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00820,"On a vendor-led integration project, a project manager is responsible for delivery under a Agile lifecycle. A team member is consistently late with assigned work. The issue has moderate impact, but several stakeholders have different expectations. Which action best aligns with PMI's project management principles?",Engage the governance body with evidence-based options and recommendations,Cancel the current iteration and restart the planning process,Make the decision alone to avoid slowing the project team,Approve the request immediately to maintain stakeholder satisfaction,A,"Governance decisions should be supported by analysis, not assumptions.",Business,Manage business impact,Agile,medium,"governance, strategy, compliance",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-00821,"A project manager has recently joined a supply chain improvement project, which follows a Hybrid approach. The customer asks for faster delivery without reducing scope. The situation affects both delivery predictability and stakeholder confidence. How can the project manager best support project success?",Direct the team to work overtime until the issue is resolved,"Analyze the impact, document the issue, and follow the appropriate change control process",Escalate the issue immediately to the sponsor without further analysis,Close the risk because it has not yet occurred,B,Changes should be evaluated for impact before approval or implementation.,Process,Track project performance,Hybrid,medium,"quality, change control, schedule",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00822,A project manager is leading a financial services migration using a Hybrid approach. A key stakeholder requests a major change late in the iteration. What is the best course of action?,Update the schedule without consulting the affected stakeholders,Assign blame to the responsible party and document the performance issue,Facilitate a collaborative discussion to understand concerns and align the team,Remove the item from scope to protect the baseline,C,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Build a shared understanding,Hybrid,easy,"team, collaboration, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00823,"In an internal operations improvement project, the project team is operating with a Hybrid delivery model. A senior executive introduces a new priority that affects the roadmap. The situation affects both delivery predictability and stakeholder confidence. What is the most appropriate response?",Meet with the affected people to identify the root cause and agree on a constructive path forward,Replace the team member most closely associated with the issue,Escalate the issue immediately to the sponsor without further analysis,Update the schedule without consulting the affected stakeholders,A,The best first step is to understand the root cause and involve the people closest to the issue.,People,Build a shared understanding,Hybrid,medium,"conflict, collaboration, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00824,A project manager is leading a data analytics platform rollout using a Predictive approach. The budget forecast shows a possible overrun next quarter. The team has limited time to respond before the next status review. What should the project manager do to best address the situation?,Delay all project work until every stakeholder reaches full agreement,Use servant leadership to support the team in resolving the issue,Escalate the issue immediately to the sponsor without further analysis,Assign blame to the responsible party and document the performance issue,B,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Promote collaboration,Predictive,medium,"leadership, stakeholders, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00825,"While managing a public sector modernization project, the project manager uses a Agile approach. A risk identified earlier is becoming more likely. The sponsor expects immediate action, while the team recommends further analysis. Which action best aligns with PMI's project management principles?",Facilitate a collaborative discussion to understand concerns and align the team,Assign blame to the responsible party and document the performance issue,Update the schedule without consulting the affected stakeholders,Tell the customer the change cannot be considered at this point,A,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Manage stakeholder expectations,Agile,hard,"team, collaboration, conflict",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00826,"On a vendor-led integration project, a project manager is responsible for delivery under a Predictive lifecycle. Team velocity has dropped for three consecutive iterations. The sponsor expects immediate action, while the team recommends further analysis. Which action should the project manager take next?",Escalate the issue immediately to the sponsor without further analysis,Cancel the current iteration and restart the planning process,"Review the relevant plan or register, update it, and define an appropriate response",Approve the request immediately to maintain stakeholder satisfaction,C,"PMI expects proactive planning, documentation, and response definition.",Process,Plan project work,Predictive,hard,"risk, scope, change control",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00827,A project manager is leading a cloud migration project using a Predictive approach. A compliance audit identifies missing documentation. The team has limited time to respond before the next status review. Which step should be taken to resolve the issue effectively?,Cancel the current iteration and restart the planning process,Escalate the issue immediately to the sponsor without further analysis,Close the risk because it has not yet occurred,"Review expectations with the stakeholder and team, then update the engagement approach if needed",D,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Support team performance,Predictive,medium,"team, leadership, collaboration",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00828,"While managing a digital transformation program, the project manager uses a Hybrid approach. A newly assigned team member lacks knowledge of the project context. Which step should be taken to resolve the issue effectively?",Meet with the affected people to identify the root cause and agree on a constructive path forward,Approve the request immediately to maintain stakeholder satisfaction,Ignore the concern until it appears in the next status report,Tell the customer the change cannot be considered at this point,A,The best first step is to understand the root cause and involve the people closest to the issue.,People,Resolve interpersonal issues,Hybrid,easy,"conflict, collaboration, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00829,A Hybrid project is underway for a manufacturing automation project. A lessons learned item from a previous phase has not been addressed. The situation affects both delivery predictability and stakeholder confidence. Which action should the project manager take next?,Escalate the issue immediately to the sponsor without further analysis,Make the decision alone to avoid slowing the project team,Remove the item from scope to protect the baseline,Coach the team toward shared ownership while removing impediments,D,The project manager should enable the team rather than command the solution.,People,Resolve interpersonal issues,Hybrid,medium,"collaboration, leadership, conflict",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00830,"In a financial services migration, the project team is operating with a Predictive delivery model. Several team members are uncertain about roles and responsibilities. The team has limited time to respond before the next status review. Which action best aligns with PMI's project management principles?",Make the decision alone to avoid slowing the project team,Facilitate a collaborative discussion to understand concerns and align the team,Cancel the current iteration and restart the planning process,Approve the request immediately to maintain stakeholder satisfaction,B,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Empower team members,Predictive,medium,"stakeholders, team, collaboration",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00831,"A Predictive project is underway for a manufacturing automation project. A senior executive introduces a new priority that affects the roadmap. The issue has moderate impact, but several stakeholders have different expectations. How can the project manager best support project success?",Ask the sponsor to decide the technical solution,Remove the item from scope to protect the baseline,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Delay all project work until every stakeholder reaches full agreement,C,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Mentor a team member,Predictive,medium,"leadership, team, collaboration",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00832,"The project manager is accountable for a distributed software implementation, delivered through a Agile model. A technical decision could reduce long-term maintainability. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What is the best course of action?",Replace the team member most closely associated with the issue,Review the benefits realization plan and adjust the approach with stakeholder agreement,Ignore the concern until it appears in the next status report,Escalate the issue immediately to the sponsor without further analysis,B,Projects should remain aligned to business outcomes throughout delivery.,Business,Align project with business value,Agile,hard,"benefits, value, strategy",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-00833,"On a customer-facing product release, a project manager is responsible for delivery under a Hybrid lifecycle. A technical decision could reduce long-term maintainability. The sponsor expects immediate action, while the team recommends further analysis. What should the project manager do to best address the situation?",Close the risk because it has not yet occurred,"Review the relevant plan or register, update it, and define an appropriate response",Cancel the current iteration and restart the planning process,Replace the team member most closely associated with the issue,B,"PMI expects proactive planning, documentation, and response definition.",Process,Manage risks,Hybrid,hard,"risk, scope, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00834,"During a new service launch, the project manager is working in a Hybrid environment. The project management plan no longer reflects the current execution reality. The issue has moderate impact, but several stakeholders have different expectations. What is the most appropriate response?",Make the decision alone to avoid slowing the project team,Cancel the current iteration and restart the planning process,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,Tell the customer the change cannot be considered at this point,C,The project manager must keep the project aligned with value and strategy.,Business,Protect strategic objectives,Hybrid,medium,"governance, compliance, value",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-00835,"The project manager is accountable for a healthcare process improvement initiative, delivered through a Agile model. Stakeholders disagree about the definition of project success. The team has limited time to respond before the next status review. How should the project manager proceed?",Cancel the current iteration and restart the planning process,Facilitate a collaborative discussion to understand concerns and align the team,Approve the request immediately to maintain stakeholder satisfaction,Direct the team to work overtime until the issue is resolved,B,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Resolve interpersonal issues,Agile,medium,"leadership, collaboration, conflict",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-00836,"While managing a regulatory compliance initiative, the project manager uses a Agile approach. Stakeholders disagree about the definition of project success. The situation affects both delivery predictability and stakeholder confidence. Which action should the project manager take next?",Remove the item from scope to protect the baseline,Make the decision alone to avoid slowing the project team,Assess compliance and business implications before proceeding,Continue with the original plan because it was formally approved,C,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Respond to market change,Agile,medium,"compliance, strategy, governance",validation,synthetic_eco_aligned_pro,scenario
