question,option_a,option_b,option_c,option_d,correct_answer,explanation
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,92,"During planning processes, you used Monte Carlo simulation to quantitatively assess cost and schedule risks of your project. During risk control, you repeat the technique, and it leads to different results. What should not be the reason for that?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,93,"As a project manager you can assign any one of two team members to a highly coveted task. Both are equally capable, but one of them is a member of your in-group. To the other one, you have far more distance. How should you behave?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,94,"For your agile product development to build a food processing plant, you need a batch of 100 identical valves which will be custom made for your project. There is a risk of deterioration of the valves during processing; therefore you placed requirements on the quality of the raw materials for them, which will make production very expensive. To cover the risk of costly production failure, you add more testing to the backlog. What should this altered backlog version be referred to?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,95,Which statements are correct? Progressive elaboration of project scope…,5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,96,"You are managing an internationally dispersed project team. The members of your team have different cultural backgrounds and primary languages, but all are educated and able to communicate eloquently in English. You should nevertheless bear in mind that…",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,97,"When finishing a project, which factors that influence customer satisfaction the most should you be aware of?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,98,"When identifying the basis of the business need for a project all of the following can be considered except____,",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,99,"You are discussing with your project team to implement a ""hybrid"" approach. In a hybrid approach to perform a project, what will you do?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,100,You finished your project for a customer to implement a business software solution. All deliverables have been handed over and are already in use by the company. There is a minor last payment to be made by the customer on contract closure. You believe that it is now getting time to finally close the contract with the customer and then administratively close down the project. You approached the customer this morning and found that they are reluctant to finally close the contract. But you do not exactly understand why. What should you not do?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,101,"At the end of an internal project, you find several key stakeholders including the sponsor reluctant to finally accept all deliverables and then close the project. What should not be your next step in this situation?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,102,"When running a project as a project manager, what should you focus on during the executing processes?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,103,A review of your project team member's most recent performance reports shows a major drop in output. Which is the best approach to raise team productivity in a project?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,104,"A project customer and a contractor agreed on regular quality audits during execution by a third party audit team, which is working on an assignment for the customer. What should the contractor have prepared for the audits?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,105,Your team is complaining that requirements against which it is going to work are not sufficiently clarified. Which are criteria that well-defined requirements should meet? (Chose 3),5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,106,What should you focus on when managing the stakeholders of your project?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,107,What should not be your thoughts when you are organizing documents as lessons learned?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,108,You are identifying key stakeholders for your project. Which of the following groups is least likely to be included?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,109,You are using a phase gate approach for your project. What do you need to consider?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,110,Post mortem earned value analysis of a project showed the following data: SPI: 0.78 CPI: 1.00 What is this telling you?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,111,"A project has undergone a major scope change, which increased cost and work levels. What does this mean for earned value data?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,112,Which statement describes best the meaning of servant-leadership?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,113,"As a project manager, you must demonstrate transparency regarding…",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,114,Who should always issue the project charter?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,115,You are planning quality management for your project. How can a process flowchart help you?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,116,A difference between a statement of work and a scope statement is:,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,117,You are the manager of a project for a company that is known to make heavy use of extrinsic motivators in order to boost morale and team performance. What does that mean? The motivators used…,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,118,When should a time and material contract with a contractor been chosen instead of a fixed price contract?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,119,"You are the manager of a major project to develop a system of barriers to prevent a seaside city from flooding. Together with your team you created a code of conduct stating that the change control board must be immediately notified of gifts when the value exceeds $90. The same applies to invitations when the value exceeds $150. Today, a contractor executive sent you an invitation for a night at an opera with a value of $95. It is a one-time event and you tried to obtain tickets by yourself without success. The person told you that he would so much wish to join you, but he will not be available on that day, and he could get hold of only one ticket anyway. What do you have to do?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,120,You found that colocating team members from different cultures in one place is not possible in your project. What should you focus on to ensure that the dispersed team works well? (select 2),5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,121,"You are running a project to develop the production process for a future electronic component. Evaluating some first test batches, you found out that the precision is generally quite good, but that you have some irregular outliers in an increasing frequency. You believe that motivators in use for workers making the batches are losing their effectiveness and complacency creeps in. According to D. Pink. which motivators are least likely to lose effectiveness?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,122,"As a leader, how should you deem ethical conduct?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,123,You have recently been named as the manager of a new project under contract. The sponsor of the project gave you the contract signed by the customer and a statement of work. He asked you to go on with initiation. Which document should you develop next?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,124,When is passive risk acceptance an appropriate approach?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,125,You are running a project to engineer and implement a set of business processes and a software solution for customer relationship management. The project involves a big number of performing organizations―a major corporation and many suppliers of different sizes. During the project you observed a restraining effect of differences between the companies' corporate cultures. This leads to different expectations on how such a project should be handled and to frequent misunderstandings between stakeholders. Another effect is a growing degree of distrust and skepticism. What should you try first to integrate the diverse stakeholder groups?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,126,During execution of your project you have observed that a team member is getting isolated by other team members. Which is a wrong approach in such a situation?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,127,"In an organization, project managers report directly to the head of a project management office (PMO). In this case, which statement is probably not true?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,128,"During a project, you applied a series of measurements relating to team performance and product performance. You were warned that the act of measurement may influence the outcomes. What is this measurement pitfall referred to?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,129,The use of scarce resources must be decided upon with functional managers before it causes delays in your project. Which is probably your most important skill right now?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,130,Which question is not appropriate for a weighting system to evaluate seller's performance according to weighted criteria?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,131,Which is not an example of a correctly handled contract closure procedure?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,132,You gathered a lot of knowledge on project management in your business life. What is an appropriate use for that?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,133,Respect is…,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,134,"During a post-mortem meeting, discussion arises about who has to take responsibility for some major failures. It has become obvious that the attendees of the meeting will not come to a jointly accepted conclusion. What is not an appropriate strategy for such a situation?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,135,Understanding cultural key similarities and differences is especially important for…,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,136,"Your project team is on its way to finish work on the project, while you have the impression that a staff member is already negotiating the next assignment in another project. You are afraid that the person may come under pressure to start working on the other job before she has finished her work for your project. Her task is very complex, and it would be hard for someone else to take up the partial results and finish them. What action is most likely to resolve the situation?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,137,"When control charts are used, outliers are…",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,138,"You are running a project which was budgeted based on some rough order of magnitude (ROM) estimates with a precision of -50% /+100%. Meanwhile, with new estimates made on detail level and some work already finished, you found out that these estimates were consistently too low and the budget will not be sufficient to successfully run and finish the project. What should you do?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,139,Which is typically not specified in a document referred to as activity attributes?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,140,"In a country with high level of violence in public, a local police officer requires a private money transfer to ensure the safety of your team. How do you react?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,141,Which is not a type of project review meeting?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,142,You are performing integrated change control. Which of the following will not be part of what you do?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,143,You are project manager for a strategic project with a multi-million dollars value assigned by a company that is listed at a US stock exchange. Recent Earned Value Analysis after app. 25% completion told you that your project has a CPI of 0.76. What should you do right now?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,144,A management point in a work breakdown structure (WBS) used to consolidate and process work package data and forward the results to the project manager is called,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,145,"You are the project manager supervising several Scrum teams that work concurrently in your project. While you are planning the work items for your team members for the next three-months sprint, which criticism is should you expect your team to come up with?",5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,146,"When you perform quality assurance in your project, which technique could you typically use?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,147,The _______ can be used to assess outlays and funding requirements.,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,148,Which technique has been applied to develop the following diagram?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,149,"Your organization has the choice between several internal projects it could run. In order to select projects, the organization assessed their strategic importance, investment requirements, and expected cash inflow from the projects' products, services and results. What should the organization assess in addition?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,150,Which of the following is not a forecasting method?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,151,Processes of configuration management commonly include all of the following except:,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,152,A project manager tracks the work of team members using a network logic diagram. Which effect will the presence of an actual finish date have on the calculation of float for the finished activity?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,153,Your project work has generally been finished and you want to commence a solid closing process for the project. What must have been attained to begin this process?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,154,The situational leadership model as defined by Paul Hersey and Ken Blanchard consists of the stages____.,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,155,A Pareto chart helps focusing on…,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,156,When should the project schedule be developed?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,157,What is wrong in this diagram?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,158,What is the purpose of control limits?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,159,What is not the main purpose of a final project report?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,160,You are managing a project that bears a risk to either permanently damage or strongly improve the reputation of the performing organization with its customer base. You decide to call a meeting with the organization's management to make them aware of the issue and discuss possible options. Which risk response strategy are you applying?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,161,"A project manager has developed various risk response strategies for a high-risk project. When presenting some of the results, she emphasizes the importance of putting the responses into action instead of leaving them documented as a plan that might get forgotten. Which process is she most likely referring to?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,162,"For a project to replace an older ERP software with a more modern tool in an organization, you have identified a number of risks. You have documented them in a detailed list. A manger from executive level has asked you now to summarize the overall project risk exposure with appropriate metrics, as well as individual high-level risks along with a quick presentation of responses with their pros and cons. Which document is probably required by the person in this situation?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,163,"In order to prepare yourself for a new project assignment that requires adaptive methods, you have developed a plan for how to tailor the project management approach using a combination of some agile principles with other, more predictive techniques. Regarding your own personal development, which aspect of the PMI talent triangle did you particularly address?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,164,"The organization for which you are currently managing an IT infrastructure project has informed you that they have hired an agile coach who is now available to help with several projects, including yours. In a meeting to get to know each other, the coach suggests to introduce regular project retrospectives. You are thinking about what the person might be referring to. What would be the best answer?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,165,"A project manager is asked to contribute to a document to describe what is intended to be achieved with a project once it is successfully finished, and how this will be measured. What could be the name of that document?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,166,Which of the following can usually be referred to as factors which trigger the need for a new project?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,167,What is a project business case?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,168,Which type of Organizational Process Asset should be updated by the project team?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,169,"What is not a characteristic of what is referred to as an ""organic organization""?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,170,"Stakeholders such as suppliers, customers, and end users have what in common?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,171,Which of the following is usually recognized as a form of power for a project manager?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,172,A project manager hears about an issue and decides to ask the project team about more details as to how and when this happened. Is this more of a team management or more of a team leadership approach in this moment?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,173,A Scrum Master talks to you about the impact and value of servant leadership. What is the person probably referring to?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,174,What is a purpose of agile release planning?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,175,What is a product backlog?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,176,What does an iteration burndown chart track?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,177,Which is not one of the five levels of increasingly effective quality management?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,178,Which is an advantage of self-organizing teams?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,179,Which is a category framework that is suitable for prompt lists?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,180,How are a procurement lifecycle and contracts related?,4,1..n in source answer key; options stored as ordered positions
What should a project manager do first when a risk is identified?,Ignore it,Log it in risk register,Escalate immediately,Close the project,B,Risks must be documented before action.
"In Agile, who prioritizes the backlog?",Project Manager,Product Owner,Team,Sponsor,B,Product Owner is responsible for backlog prioritization.
