dataset_id,source_name,source_url,question_number,question_text,option_count,choice_label_scheme,option_1,option_2,option_3,option_4,option_5,correct_answer_positions,correct_answer_letters,multiple_correct,reference
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,51,A project team was asked by a customer to shorten the cycle time of an iterative-incremental approach. What benefits may the customer hope to achieve?,5,1..n in source answer key; options stored as ordered positions,Increased predictivity of the project,Shorter feedback loops,More frequent delivery,Easy reprioritization,Longer lead times for resource booking,"2,3,4","B,C,D",yes,"Agile Practice Guide, page 15."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,52,What is not true for change requests?,4,1..n in source answer key; options stored as ordered positions,Change requests should always be handled in a controlled and integrative fashion.,Change requests surpassing the formal change control processes can lead to scope creep.,"Professionally managed, change requests can help improving a project and resolving emerging problems.",Change requests are always a sign of bad planning and should therefore be avoided.,,4,D,no,"PMBOK® Guide 6th Edition, pages 67, 83, 96, 115, 120."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,53,"You recently assigned staff members to activities, estimated work and scheduled your project. You then created the following resource histogram for your staff: What does this diagram tell you?",4,1..n in source answer key; options stored as ordered positions,The project can probably not be finished as scheduled.,You may be able to finish the project early by reassigning work.,You should avoid network logic diagramming for scheduling.,You may run into problems with dual reporting relationships. Project weeks 100% 0%,,1,A,no,"PMBOK® Guide 6th Edition, page 719."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,54,"A project manager's PDM network schedule gets audited by a scheduling expert. The expert tells the project manager to focus more on nodes with ""path convergence"", also known as ""sinks"". What is the person referring to?",4,1..n in source answer key; options stored as ordered positions,"Nodes in a WBS, where several branches are brought back together.","Nodes in a conditional network diagram, at which it becomes deterministic.","Nodes in a decision tree, showing various branches with the same chance.",Nodes in a network logic diagram which have multiple predecessors.,,4,D,no,"PMBOK® Guide 6th Edition, page 194."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,55,"The members of your project team have been assigned to your project with general availability levels of 50%. Yesterday, they reported to you that significant variances occurred during project execution. You have noted that the team members have been spending less than 50% of their time working on your project. Your project schedule is about to become heavily delayed, and deadlines are in jeopardy. What should you do?",4,1..n in source answer key; options stored as ordered positions,Talk to your sponsor and try to get more resources assigned on similar conditions as the existing ones.,Talk with functional managers. Negotiate clear and written assignments with reliable scheduling priorities.,"Ignore the difficulties, adjust your schedule and negotiate new deadlines according to the slower progress.",Focus on internal charges. Make sure that your project is not getting charged for more than the actual work.,,2,B,no,"PMBOK® Guide 6th Edition, pages 47."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,56,What is the meaning of the acronym CSOW?,4,1..n in source answer key; options stored as ordered positions,A statement of work that is part of a contingency plan; it is commonly linked with Contingency reserves.,A statement of work that has been formally agreed upon by both parties and is therefore part of a contract.,"A statement of work that is currently valid; this contrasts with the scope baseline, a formerly valid SOW.",A statement of work on project level that cumulates statements of work on cost account level,,2,B,no,"Delivering Project Excellence with the Statement of Work by Michael G. Martin, page 37."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,57,Crashing describes a technique to speed up a project by…,4,1..n in source answer key; options stored as ordered positions,…reallocating existing resources or assigning additional resources to the project.,…overlapping activities which were originally planned to be done in sequence.,…reducing the number of features of the product in order to reduce development work.,…reducing the duration estimates for activities to increase the pressure applied to the staff.,,1,A,no,"PMBOK® Guide 6th Edition, page 703."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,58,"During risk identification sessions, you and your team identified more than 150 risks for your project. You are afraid that evaluating each of these risks quantitatively will cost you an enormous amount of time, while not all of them are really relevant and important enough to justify such a measure. What should you do next?",4,1..n in source answer key; options stored as ordered positions,Identify risk triggers where possible. Analyze only those risks quantitatively for which no trigger could be found.,"Use qualitative risk analysis in order to prioritize risks for further action, such as quantitative risk analysis.",Assess the probability of each risk qualitatively and further analyze only those risks with high probability.,Assess the potential impact of each risk qualitatively and further analyze only those risks with high impact.,,2,B,no,"PMBOK® Guide 6th Edition, page 419."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,59,"During execution of a project, you observe that the performance of some of your team members is dropping, while others are doing a consistently good job. This is endangering overall project progress. What should you try first to bring the team as a whole back to performance?",4,1..n in source answer key; options stored as ordered positions,Organize a team meeting and discuss openly the bad performance of the weak team members. Try to find a joint solution during the meeting.,Introduce a competitive incentive system with a bonus for the 20% of your team which is performing better than the other 80%.,"Do not interfere, but give the team some time to organize and to sort the problem out themselves.","Research causes for bad performance, solicit systematic feedback and search for solutions based on that.",,4,D,no,"PMBOK® Guide 6th Edition, pages 342-343."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,60,"Your management announced that they want to put you on a stretch assignment. In this situation, you should consider that…",4,1..n in source answer key; options stored as ordered positions,"…a stretch assignment is going beyond your qualifications right from the start. Whatever your education, knowledge and skills are, you cannot fail personally. Congratulations.",…key stakeholders must have timely and complete information regarding your qualifications to make decisions regarding your suitability for the assignment.,"…stretch assignments bear an increased risk of failure, and this is rarely outweighed by the learning and development experience expected to come with the assignment.",…you should avoid the increased hassle coming with the assignment. It will not be enough for you to simply satisfy requirements and achieve objectives. You will have to learn a lot.,,2,B,no,"PMI Code of Ethics and Professional Conduct, page 2 ( http://www.https://www.pmi.org/about/ethics/code)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,61,"Following the cultural approach of the corporation for which you are starting to manage a project, you are guiding your project team through the first life-cycle phase of conceptualization. Your next step is to call for a team meeting to let ideas emerge in an unrestricted creative process. What exactly should that look like?",4,1..n in source answer key; options stored as ordered positions,"You write down the ideas of team members and structure them into categories of strengths, weaknesses, opportunities and threats during the session.",You creatively gather thoughts and ideas without any discussion or frowning. These ideas are only filtered and structured after the end of the brainstorming session.,"Your team members wear hats with different colors, each of which stands for a way of thinking. Each member discusses topics from the viewpoint of their thinking.","You try to eradicate deviating ideas and concepts of team members during the meeting, so that the entire project team follows your principles.",,2,B,no,"Project Management, A Systems Approach to Planning, Scheduling and Controlling by Harold Kerzner, 12th edition, page 223."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,62,"In configuration management, which of the following is necessary to maintain the integrity of baselines?",4,1..n in source answer key; options stored as ordered positions,Analyzing variances by comparing baseline information with actual project data.,Releasing only approved changes for incorporation into products or services.,Ensuring that team members adhere to a code of ethical conduct and behavior.,Ensuring transparency across all project management processes and activities.,,2,B,no,"PMBOK® Guide 6th Edition, pages 118-119."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,63,A representative of your customer approached you this morning referring to a part of your team that works on customer's premises. She complained that your team members do not fully blend with her staff and that there are conflicts originating in different corporate cultures of your organization and hers. She demanded that you motivate them to display more stewardship What is she referring to? (Choose 3),5,1..n in source answer key; options stored as ordered positions,Care,Respect,Diligence,Tayloring,Formal leadership,"1,2,3","A,B,C",yes,"PMBOK® Guide 7th Edition, page 24."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,64,Which is not a point used for three-point estimation?,4,1..n in source answer key; options stored as ordered positions,Optimistic estimate,Most likely estimate,Budget estimate,Pessimistic estimate,,3,C,no,"PMBOK® Guide 6th Edition, page 244."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,65,Which of the following are not common barriers to project team building?,4,1..n in source answer key; options stored as ordered positions,"Differing outlooks, priorities, and interests",Role conflicts,Excessive team member commitment,Unclear project objectives/outcomes,,3,C,no,"Project Management, A Systems Approach to Planning, Scheduling and Controlling by Harold Kerzner, 12th edition, page 154."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,66,"During project planning, you are presented with the following diagram that depicts a cumulative likelihood distribution for the duration of a project: What kind of conclusion can you draw from the information depicted in it?",4,1..n in source answer key; options stored as ordered positions,"The likeliness that the project will finish exactly at the date marked with ""Deadline"" is 80%.","The likeliness that the project team will exceed the date marked with ""Deadline"" is at 80%.","If the project team will meet the deadline, project costs will be 80% of the budgeted costs.",The likeliness that the project team will meet the deadline or will finish earlier is at 80%. Deadline Duration 100% 0%,,4,D,no,"PMBOK® Guide 6th Edition, page 436."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,67,"While executing a project, you sense a slightly negative attitude in your team. Which type of document do you now need, among others, to better understand and then be able to improve the situation?",4,1..n in source answer key; options stored as ordered positions,Project charter,Team performance assessments,Cost baseline,Statement of work,,2,B,no,"PMBOK® Guide 6th Edition, page 343."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,68,"The sales representative of your company recently contacted you. You made some estimates on direct costs for an offer on a firm fixed-price contract. According to company policies, indirect costs (overheads) are to be calculated as a percentage of the direct costs, the sum of both cost types caused him to calculate a far too high price. How should you not react?",4,1..n in source answer key; options stored as ordered positions,You reduce your direct cost estimates by reducing the amount of work and the rates allocated to them. This allows a reduction of the overhead costs and a lower price.,Calculating overheads as a percentage of direct costs is just a model to simplify calculations. A more specific analysis of these costs may lead to a more realistic project price.,Cost estimates are quantitative assessments of the probable costs required to complete project work. These are made by the project team. It is the sales person's job to make the price.,"You make the sales person aware that a reduction of direct costs may reduce the numbers for overhead cost allocation, but will not influence the actual overheads.",,1,A,no,"PMBOK® Guide 6th Edition, pages 240, 245-246."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,69,A project charter is a document that…,4,1..n in source answer key; options stored as ordered positions,…describes both the project scope and the product scope at detail level.,…authorizes the project and the use of organizational resources to meet project requirements.,…breaks down the project scope over several steps to describe the project on work package level.,…describes all activities which are necessary to create the project deliverables.,,2,B,no,"PMBOK® Guide 6th Edition, page 75."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,70,You identified a technical risk in your project and assigned a contingency for that. Planning contingency reserves is part of which risk response strategy?,4,1..n in source answer key; options stored as ordered positions,Active risk mitigation,Passive risk avoidance,Passive risk acceptance,Active risk acceptance,,4,D,no,"PMBOK® Guide 6th Edition, page 443 (""accept"")."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,71,Which concept of locating team members can help them best to enhance their performance as a team?,4,1..n in source answer key; options stored as ordered positions,Colocation,Cross-functional dispersion,Virtual e-teams,Global team dispersion,,1,A,no,"PMBOK® Guide 6th Edition, page 340."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,72,"In a lawsuit between your organization and a project contractor, the term ""Constructive change"" is discussed. Which statements on constructive changes are true?",5,1..n in source answer key; options stored as ordered positions,"Constructive changes are contract changes which are construed from actions taken by either party, not from a change document.",Changes in projects under contract are called constructive changes if they yield benefits for both parties.,Constructive changes are a frequent cause of disputes and claims of one contract party against the other.,Field changes should be meticulously documented to avoid an interpretation as constructive change.,Constructive change is a term used civil engineers for claims based on billable changes in building projects.,"1,3,4","A,C,D",yes,"PMBOK® Guide 6th Edition, page 498."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,73,You are assigned as a project manager for an internal project. During cost planning and budgeting you discovered that there are peak times of costs during the project and other times when costs are fairly low. What could this mean for the project?,4,1..n in source answer key; options stored as ordered positions,"The fiscal budget mechanism which is used by the performing organization may not allow for cost peaks in your project, and you may have to level out expenditures over time.",You can silently create budget contingencies during low-cost periods and re-use them later during those periods when you have to cover peak levels in project costs.,"You may find another project manager with a project that has a different rhythm of high and low costs. Then, you may be able to move budget during one project's low cost periods to the other project.","You are a project manager and work with a lifecycle budget for your project. Fiscal budgets are a matter of the functional organization, and you generally do not have to care about them.",,1,A,no,"PMBOK® Guide 6th Edition, page 253 (7.3.2.5)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,74,You are going to take over a new project as the project manager in an enterprise unknown to you. What should you investigate during the chartering process?,4,1..n in source answer key; options stored as ordered positions,Enterprise environmental factors,Project management plan,Project risk register,Team performance reports,,1,A,no,"PMBOK® Guide 6th Edition, pages 38."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,75,An organization is considering various contract types in order to motivate sellers and to ensure preferential treatment. What should they consider before deciding to use an award fee contract?,4,1..n in source answer key; options stored as ordered positions,Payment of an award fee would be linked to the achievement of objective performance criteria.,Any unresolved dispute over the payment of an award fee would be subject to remedy in court.,Payment of an award fee would be agreed upon by both the customer and the contractor.,Payment of an award fee is decided upon by the customer based on the degree of satisfaction.,,4,D,no,"PMBOK® Guide 6th Edition, page 472."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,76,What is least important when it comes to archiving project records?,4,1..n in source answer key; options stored as ordered positions,A well-designed records management system,Integration of the archive with business software,Updated records reflecting final results,Easy availability of information for future use,,2,B,no,"PMBOK® Guide 6th Edition, page 104."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,77,_______ are not necessarily used to establish the cost baseline of a project.,4,1..n in source answer key; options stored as ordered positions,Schedule activity or work package cost estimates,The work breakdown structure and the WBS dictionary,The project schedule and the resource management plan,The risk breakdown structure and the risk report,,4,D,no,"PMBOK® Guide 6th Edition, page 248."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,78,"You took over a customer project for your company. From the inputs available, including contract, statement of work and project charter, you have developed a project management plan. You already presented that plan in a meeting with key stakeholders including your project sponsor and some representatives from the customer organization. During the meeting you sensed a high level of dissatisfaction by the customer executives, who signaled that the project might not produce the results that their company had expected. In your understanding, all necessary actions have been planned to meet the customer's requirements. What should you do next?",4,1..n in source answer key; options stored as ordered positions,Request a written statement from the customer detailing the requirements which they believe are not addressed by your plan. Use this statement to update the project plan.,"Arrange meetings with the customer to identify their needs, wants and expectations for the project. Then create a narrative Scope statement from this information to document the agreed upon project scope.","Request a formal meeting on top executive level to get the misunderstandings sorted out, then arrange a change request, re-plan your project where necessary and go ahead with the project work.","Do not over-react. Performed according to your plan, the project will produce a convincing product for the customer. As soon as the executives will see it, they will probably change their opinion and accept it.",,2,B,no,"PMBOK® Guide 6th Edition, page 151."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,79,What is not true for project deliverables?,4,1..n in source answer key; options stored as ordered positions,"Project deliverables should be identified, described and agreed upon as early in the project as possible.","Project deliverables may be products, capabilities for services or other kinds of results.","Once project deliverables have been identified, their description should not be changed any more.",The acceptance process for deliverables and how rejection will be addressed should be described in the contract.,,3,C,no,"PMBOK® Guide 6th Edition, page 151."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,80,"Your project, performed for a customer, is coming to an end. The customer has been contractually granted a three years warranty period for the product of the project. What should you do first?",4,1..n in source answer key; options stored as ordered positions,Hand all relevant documentation over to the organizational unit responsible for handling the warranty.,There is no additional work to be done. The contract should describe all processes in sufficient detail.,Changes on the product can affect warranty clauses. Ensure that these clauses are aligned with the final specifications.,"According to many legislations, you cannot formally close a project before the end of the warranty period.",,3,C,no,"PMBOK® Guide 6th Edition, page 499 (12.3.3.3)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,81,"Being the project manager in a high-risk electronics project with a lot of new technologies, you developed a risk management plan and identified risks which you documented in a risk register. Then, the risks were analyzed and response was planned. During risk control meetings, it gets obvious that the documents you created are not very helpful. What have you probably done wrong?",4,1..n in source answer key; options stored as ordered positions,You failed to use an RBS.,You did the first processes alone.,You did not identify Triggers.,You did not calculate EMVs.,,2,B,no,"PMBOK® Guide 6th Edition, pages 414, 422, 431-432, 441-442."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,82,Which is generally not regarded as one of the three categories of culture that managers should master?,4,1..n in source answer key; options stored as ordered positions,National culture,Organizational culture,Project culture,Functional culture,,3,C,no,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 55."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,83,Post-mortem analysis after scheduled finish date of a project shows a CPI of 0.8 and an SPI of 1.25. What is a plausible explanation for that?,4,1..n in source answer key; options stored as ordered positions,"The project was terminated early. At that time, it was over budget and ahead of schedule.",The project has produced additional deliverables which were originally not required.,The project has evidently been finished under budget and behind of schedule.,The project has evidently been finished over budget and ahead of schedule.,,1,A,no,"PMBOK® Guide 6th Edition, page 263 (a successfully finished project has an SPI of 1)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,84,"Some colleagues told you that they are planning, executing, monitoring and controlling a project by use of milestones only with durations between 1 and 4 weeks. What do you think?",4,1..n in source answer key; options stored as ordered positions,The approach is erroneous. A milestone is a significant point with zero duration to highlight achievements.,It is a good approach as long as the milestones reflect fixed or imposed dates during the project lifecycle only.,It is a good approach if the milestones are used for reviews between consecutive project phases only.,It is a good approach because it saves from progress measurement on activities and work packages.,,1,A,no,"PMBOK® Guide 6th Edition, page 186."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,85,"Together with your team, you applied three-point estimation on a cost item using a Beta distribution. The estimates (in USD) were made as - Optimistic: 15,000 - Most likely: 30,000 - Pessimistic: 75.000 What is the PERT value you would use?",4,1..n in source answer key; options stored as ordered positions,"21,000","35,000","40,000",No statement is possible from the information given.,,2,B,no,"PMBOK® Guide 6th Edition, page 245."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,86,"You are just leaving a meeting during which you have been assigned as the manager of a project to build a sub-station that is part of a major electric power distribution system. The decision to run the project has been made before your assignment and without your involvement. Some basic decisions on deliverables, staffing, budgeting and on the completion date have already been made as well. What should you do first?",4,1..n in source answer key; options stored as ordered positions,Obtain a project charter which links the project to the strategy and ongoing work of the organization and documents the initial decisions.,Create a project schedule for your project which shows all major milestones and deadlines linked with them. Then try to obtain approval for the schedule.,Start developing a detailed risk register which includes identified risks with their qualitative and quantitative assessments and a response plan.,Start the quality assurance process by developing test procedures for the final deliverable and defining metrics against which the tests will be performed.,,1,A,no,"PMBOK® Guide 6th Edition, page 75."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,87,What is the purpose of the following diagram?,4,1..n in source answer key; options stored as ordered positions,Describing the influence of extreme weather conditions on progress and on the achievement of project objectives.,Comparing the relative importance of variables that have a high degree of uncertainty with those that are more stable.,Evaluating team performance and identifying team members with low productivity and work effectiveness.,Evaluating the degree to which project work and deliverables conform to the expectations of key stakeholders.,,2,B,no,"PMBOK® Guide 6th Edition, page 443 (Sensitivity analysis and tornado diagram)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,88,Which is not a goal in both project management and quality management?,4,1..n in source answer key; options stored as ordered positions,Prevention over inspection,Customer satisfaction,Management responsibility,Triple constraint,,4,D,no,"PMBOK® Guide 6th Edition, pages 274-275."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,89,You created a baseline of your system configuration and added several changes to that as amendments. Meanwhile you are afraid that the big number of Deltas may cause inconsistencies and make you unable to understand the current system configuration. What should you do?,4,1..n in source answer key; options stored as ordered positions,Proclaim a design freeze.,Go on with amendments.,Revise the baseline.,Create an entirely new configuration.,,3,C,no,"PMBOK® Guide 6th Edition, page 120."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,90,"A request, demand or assertion of a contract partner for consideration, compensation or payment under a legally binding contract, such as a disputed change, is often referred to as a____.",4,1..n in source answer key; options stored as ordered positions,Claim,Trial,Refinement,Audit,,1,A,no,"PMBOK® Guide 6th Edition, page 498."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,91,Projects may be initiated by all of the following except____.,4,1..n in source answer key; options stored as ordered positions,the project team,a sponsor,a PMO,a portfolio review board,,1,A,no,"PMBOK® Guide 6th Edition, page 77."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,92,"During planning processes, you used Monte Carlo simulation to quantitatively assess cost and schedule risks of your project. During risk control, you repeat the technique, and it leads to different results. What should not be the reason for that?",4,1..n in source answer key; options stored as ordered positions,"Some assumptions during planning have meanwhile become fact-based knowledge, so that the risks related to them have vanished or have become certain problems.",New risks may have been identified. These influence the input data used for Monte Carlo simulation in a way which was not predictable at the time when the simulation was run.,"Some constraints have been identified originally, but their influence on the project was unclear when the simulation was run for the first time. By now, the team understands these constraints much better and has been able to adjust the simulation.","Some dummy activities in the network logic have an element of uncertainty, which gets bigger over time. While the project proceeds, it gets even harder to predict how the team members assigned to them will perform.",,4,D,no,"PMBOK® Guide 6th Edition, page 453."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,93,"As a project manager you can assign any one of two team members to a highly coveted task. Both are equally capable, but one of them is a member of your in-group. To the other one, you have far more distance. How should you behave?",4,1..n in source answer key; options stored as ordered positions,You disclose the situation to stakeholders and solicit a joint decision.,You take the person not in your in-group to avoid misunderstandings.,Chose the in-group person. The trustful relation will benefit the project.,You delegate the decision to a third team member to avoid the conflict.,,1,A,no,"PMI Code of Ethics and Professional Conduct, page 4 ( www.https://www.pmi.org/about/ethics/code)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,94,"For your agile product development to build a food processing plant, you need a batch of 100 identical valves which will be custom made for your project. There is a risk of deterioration of the valves during processing; therefore you placed requirements on the quality of the raw materials for them, which will make production very expensive. To cover the risk of costly production failure, you add more testing to the backlog. What should this altered backlog version be referred to?",4,1..n in source answer key; options stored as ordered positions,Extended backlog,Risk-adjusted backlog,Issue-adjusted backlog,Zero-risk backlog,,2,B,no,"PMBOK® Guide 7th Edition, page 185."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,95,Which statements are correct? Progressive elaboration of project scope…,5,1..n in source answer key; options stored as ordered positions,…is a characteristic of projects that accompanies the concepts of temporary and unique.,… means developing in steps. It should not be confused with scope creep.,"…signals a weak spot in the scope definition process, caused by incomplete contracts and specifications.","…when properly managed, integrates elaboration of project and deliverable specifications.",…works best under fixed price contract with incentive for meeting a challenging deadline.,"1,2,4","A,B,D",yes,"PMBOK® Guide 6th Edition, page 565."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,96,"You are managing an internationally dispersed project team. The members of your team have different cultural backgrounds and primary languages, but all are educated and able to communicate eloquently in English. You should nevertheless bear in mind that…",4,1..n in source answer key; options stored as ordered positions,…there are cultural differences. You should write one code of conduct for each nationality. You should then limit access to these codes.,…you may have to accept that team members from one country may not be prepared to work with colleagues from certain other countries.,…spoken communications can cause misunderstandings you may not find in written communications. These may be hard to identify.,…certain groups will be happy to stay awake over night to join telephone and video conferences during other members' working time.,,3,C,no,"The Project Management Tool Kit: 100 Tips and Techniques for Getting the Job Done Right by Tom Kendrick, page 51."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,97,"When finishing a project, which factors that influence customer satisfaction the most should you be aware of?",4,1..n in source answer key; options stored as ordered positions,Attractive price of the project and low running costs of the product,Friendly project manager and effective after-project service,Efficiency of the project and skills of the project manager,Conformance to requirements of the project and fitness for use of the deliverables,,4,D,no,"PMBOK® Guide 6th Edition, page 275."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,98,"When identifying the basis of the business need for a project all of the following can be considered except____,",4,1..n in source answer key; options stored as ordered positions,regular plant maintenance,market demands,technological advances,legal requirements,,1,A,no,"PMBOK® Guide 6th Edition, pages 31-32."
