Peso_inicial_kg,Raça,Sexo,Idade_inicial_meses,Dieta,Clima,Temperatura_media_C,Indice_pluviometrico_mm,Peso_final_kg,Momento_ideal_abate_dias,Ganho_peso_diario_kg,Idade_inicial_anos,Classificacao,RFID
333.1,Brahman,Macho,15,Baixa energia,Nordeste,32.3,200.4,582.3,141,1.77,1.2,Novilha,3YYW6JO7W50RTQE
317.0,Senepol,Fêmea,12,Alta energia,Nordeste,29.7,273.0,602.5,91,3.14,1.0,Garrote,5NCJMDQ9KPFD3RA
296.3,Hereford,Macho,14,Alta energia,Nordeste,26.3,58.9,461.1,139,1.19,1.2,Novilha,U0R4953652X5TL8
212.6,Senepol,Macho,24,Alta energia,Nordeste,26.9,290.8,397.4,175,1.06,2.0,Novilha,SZC38MI4ZG5PZ4P
224.2,Angus,Fêmea,26,Média energia,Nordeste,23.8,141.3,480.5,132,1.94,2.2,Vaca,VSWOVBSVPO7B9VF
334.8,Nelore,Fêmea,13,Média energia,Nordeste,31.3,284.3,608.4,166,1.65,1.1,Novilha,BJBDRLVVQJAR4TT
291.0,Hereford,Fêmea,22,Alta energia,Sul,27.7,206.3,569.6,97,2.87,1.8,Novilha,7EVVHYLHPHS46R6
201.4,Angus,Fêmea,15,Alta energia,Nordeste,24.8,97.5,413.7,148,1.43,1.2,Novilha,X12GF8V4CAL65VY
215.2,Angus,Fêmea,28,Média energia,Cerrado,28.9,64.6,378.6,154,1.06,2.3,Vaca,NJBKH5XXYZIYPDU
299.5,Hereford,Macho,14,Baixa energia,Sul,34.9,98.1,515.2,170,1.27,1.2,Novilha,EMPZKHKK9OGOK8L
200.8,Senepol,Fêmea,29,Alta energia,Nordeste,26.5,37.0,385.4,101,1.83,2.4,Vaca,A55CU777G19MW3U
224.1,Angus,Macho,19,Baixa energia,Cerrado,33.8,51.7,417.8,93,2.08,1.6,Novilha,G92ZXYEWDGP39SA
282.3,Brahman,Macho,16,Média energia,Nordeste,25.2,40.4,548.1,166,1.6,1.3,Novilha,KXPBK9OOPZVJ7SR
303.8,Angus,Macho,18,Alta energia,Cerrado,20.8,132.7,465.1,130,1.24,1.5,Novilha,CB9QHHYCLUBJEFG
297.8,Senepol,Fêmea,19,Baixa energia,Cerrado,23.1,240.7,571.9,96,2.86,1.6,Novilha,C8U0W0ERJKR9XOM
233.6,Senepol,Fêmea,16,Baixa energia,Cerrado,26.3,51.0,447.8,176,1.22,1.3,Novilha,QUFKZMAXLBH1HCE
306.8,Brahman,Macho,28,Baixa energia,Cerrado,23.3,47.8,546.2,177,1.35,2.3,Touro,Z69F0PW7FA6HYGA
235.6,Angus,Fêmea,16,Média energia,Sul,20.0,196.6,399.0,158,1.03,1.3,Novilha,KLEQ2Q84EYX60H3
248.8,Senepol,Fêmea,15,Média energia,Sul,33.7,67.2,449.4,158,1.27,1.2,Novilha,7P4E9RRVPUKUWOH
312.0,Hereford,Fêmea,13,Baixa energia,Cerrado,32.7,38.3,475.5,170,0.96,1.1,Novilha,LJSHW8X0NNTW5U4
297.4,Nelore,Fêmea,22,Baixa energia,Nordeste,31.1,58.4,591.6,119,2.47,1.8,Novilha,8W7GVAQ3Q5VSQ7V
327.4,Nelore,Macho,24,Média energia,Cerrado,22.5,277.9,598.5,162,1.67,2.0,Novilha,I80IDRDLMKLZUYI
298.6,Nelore,Macho,26,Baixa energia,Sul,21.8,248.2,517.5,95,2.3,2.2,Touro,KBTZ4PLUB00CZPC
285.2,Angus,Fêmea,23,Baixa energia,Nordeste,21.0,112.7,468.7,178,1.03,1.9,Novilha,AR0BQFFS27WJL4G
214.1,Brahman,Macho,22,Média energia,Sul,30.9,200.2,504.1,108,2.69,1.8,Novilha,U6INBIAS06U1D9X
255.2,Senepol,Fêmea,18,Baixa energia,Sul,33.9,165.8,456.9,169,1.19,1.5,Novilha,Y95NC7TWI8SJH5W
239.8,Hereford,Fêmea,16,Baixa energia,Nordeste,26.5,206.4,413.9,174,1.0,1.3,Novilha,LY53G3C6ND59G4Q
236.6,Hereford,Macho,28,Baixa energia,Cerrado,21.8,208.0,471.1,155,1.51,2.3,Touro,N6WQX7CIVHGQMUC
346.0,Angus,Macho,20,Média energia,Cerrado,27.7,192.3,637.6,99,2.95,1.7,Novilha,EZ4GWNVZ74Z8NYO
259.0,Nelore,Macho,25,Baixa energia,Cerrado,25.2,87.2,409.6,105,1.43,2.1,Touro,I72GZJ5TNJCWF83
333.8,Angus,Fêmea,23,Média energia,Cerrado,25.6,21.3,519.5,126,1.47,1.9,Novilha,AN2VMX7JK04O6F7
294.7,Brahman,Macho,17,Média energia,Nordeste,29.3,142.1,585.5,168,1.73,1.4,Novilha,9YW7ZMA71MUM3D7
319.2,Brahman,Fêmea,28,Alta energia,Nordeste,30.8,268.4,494.9,166,1.06,2.3,Vaca,ZM3FBSPDIBX8Z57
275.4,Senepol,Macho,27,Alta energia,Nordeste,21.7,175.2,442.4,166,1.01,2.2,Touro,Q5GFSSN9LUV4FOL
286.5,Senepol,Macho,23,Baixa energia,Sul,20.5,251.4,522.0,121,1.95,1.9,Novilha,TL0Z65A0HZ87NW2
273.9,Brahman,Fêmea,23,Média energia,Nordeste,34.9,297.6,553.2,136,2.05,1.9,Novilha,8FVX9P4R9TJOU98
229.3,Brahman,Fêmea,17,Alta energia,Cerrado,23.5,57.4,450.9,161,1.38,1.4,Novilha,CS5RJ8XVR9VV8PX
308.4,Brahman,Fêmea,15,Baixa energia,Sul,20.8,210.6,607.6,132,2.27,1.2,Novilha,WH8V7JPENJBK8ID
242.1,Angus,Fêmea,17,Alta energia,Cerrado,22.8,205.5,494.0,171,1.47,1.4,Novilha,N8W73D26723SRS9
203.6,Brahman,Fêmea,22,Alta energia,Cerrado,20.6,294.2,364.7,125,1.29,1.8,Novilha,CK7G25X40IL4J3J
296.8,Hereford,Fêmea,12,Média energia,Nordeste,25.9,295.8,595.7,115,2.6,1.0,Garrote,HZ4ZEN538XRVLX5
226.6,Nelore,Fêmea,26,Média energia,Nordeste,32.0,209.1,437.8,99,2.13,2.2,Vaca,AAUYL219QM6B9QA
341.1,Brahman,Fêmea,22,Alta energia,Cerrado,25.1,80.6,534.2,120,1.61,1.8,Novilha,R5QUUV57PLOWBRE
343.1,Nelore,Macho,29,Alta energia,Cerrado,26.7,241.6,576.8,118,1.98,2.4,Touro,QNPX3ENCVWOKIT2
337.2,Angus,Fêmea,28,Média energia,Sul,30.1,41.0,532.8,94,2.08,2.3,Vaca,G3CXIK2KSCNDCKA
255.5,Nelore,Fêmea,25,Baixa energia,Nordeste,27.6,236.4,418.5,166,0.98,2.1,Vaca,PMETWSB46I30G98
202.3,Angus,Macho,29,Média energia,Sul,32.9,274.0,352.5,90,1.67,2.4,Touro,E6SHBIZRS3FARM9
339.2,Hereford,Fêmea,26,Alta energia,Sul,33.0,121.0,556.6,176,1.24,2.2,Vaca,5GB8ZLNRW79F27C
264.2,Angus,Macho,26,Baixa energia,Sul,20.1,192.9,539.7,92,2.99,2.2,Touro,68HE50JIXQ43BKS
345.0,Angus,Macho,15,Alta energia,Cerrado,31.7,134.7,580.8,156,1.51,1.2,Novilha,LFJO19KZDTA4XZ6
344.5,Senepol,Fêmea,18,Baixa energia,Sul,26.9,137.0,644.4,160,1.87,1.5,Novilha,4RH1BG3GXZ7HLE6
328.0,Brahman,Macho,24,Alta energia,Sul,34.8,100.0,521.0,124,1.56,2.0,Novilha,Y82Z56RDURL9UA6
244.2,Brahman,Fêmea,14,Baixa energia,Cerrado,27.2,231.0,436.3,104,1.85,1.2,Novilha,TZBQVROPV30Q1L5
257.8,Hereford,Macho,27,Baixa energia,Nordeste,34.8,281.5,431.8,156,1.12,2.2,Touro,ZW9CVWBHFRFVIX3
327.7,Hereford,Macho,20,Alta energia,Nordeste,31.3,282.8,502.3,119,1.47,1.7,Novilha,INX5711CXJ0ZM0P
247.5,Brahman,Macho,19,Baixa energia,Sul,23.7,60.7,440.3,171,1.13,1.6,Novilha,O3BC7ELCEGNHGZ0
225.4,Senepol,Fêmea,24,Média energia,Cerrado,28.1,263.7,494.3,164,1.64,2.0,Novilha,S52SKWWM2582FR3
283.5,Brahman,Fêmea,28,Alta energia,Nordeste,34.9,223.9,569.4,132,2.17,2.3,Vaca,EL32WEPG8RFN8UN
340.4,Senepol,Macho,28,Média energia,Sul,32.9,83.3,636.7,149,1.99,2.3,Touro,F5ZGDRC4GS7EQ51
304.4,Hereford,Macho,28,Alta energia,Sul,21.5,29.5,489.2,129,1.43,2.3,Touro,6U632C0V53RKPR1
285.5,Nelore,Fêmea,12,Baixa energia,Cerrado,30.6,87.7,567.7,154,1.83,1.0,Garrote,IOHFYSNDAVLMN7G
214.6,Hereford,Fêmea,19,Baixa energia,Sul,25.2,274.5,413.8,118,1.69,1.6,Novilha,P805PAGTYNRLF7S
292.3,Hereford,Macho,17,Baixa energia,Nordeste,20.1,193.6,459.2,163,1.02,1.4,Novilha,SVPJEOKVVH8AZH0
348.5,Angus,Macho,14,Alta energia,Cerrado,26.1,219.1,629.0,108,2.6,1.2,Novilha,ZP0IBERTG4VWU8Q
221.0,Angus,Fêmea,16,Média energia,Nordeste,23.5,84.6,466.4,92,2.67,1.3,Novilha,B21HL2AWQ3TXAF0
277.7,Angus,Fêmea,24,Média energia,Nordeste,32.3,218.6,452.4,125,1.4,2.0,Novilha,LG2XHS3TWR45GTI
331.6,Angus,Fêmea,26,Alta energia,Nordeste,25.1,18.2,546.1,132,1.62,2.2,Vaca,RW02AOKIYTJJ177
311.1,Senepol,Fêmea,25,Alta energia,Sul,32.4,118.8,504.2,104,1.86,2.1,Vaca,7NUY2412ZVS046J
304.6,Brahman,Fêmea,27,Média energia,Sul,20.0,191.8,565.1,130,2.0,2.2,Vaca,07SJAOQOBLSWS7A
305.4,Nelore,Macho,29,Média energia,Nordeste,24.6,52.4,523.4,179,1.22,2.4,Touro,LD40566BF5KITSN
253.9,Hereford,Fêmea,22,Média energia,Nordeste,23.6,248.7,552.3,169,1.77,1.8,Novilha,BB7Z4KMSOFNSV23
244.0,Senepol,Macho,14,Média energia,Cerrado,23.5,78.2,402.2,125,1.27,1.2,Novilha,RDAZ3NDD4BU822T
321.4,Nelore,Fêmea,21,Alta energia,Cerrado,21.0,199.2,524.7,173,1.18,1.8,Novilha,7PW58UIAQXA1O4N
321.5,Senepol,Macho,21,Alta energia,Sul,22.8,127.5,543.8,166,1.34,1.8,Novilha,K8THJ13N6UV2MH6
330.1,Senepol,Fêmea,27,Baixa energia,Sul,28.3,182.9,555.6,122,1.85,2.2,Vaca,CYHFZRAUHIAVKBN
337.0,Hereford,Fêmea,23,Média energia,Cerrado,24.4,41.2,534.4,94,2.1,1.9,Novilha,875HVP6RL13UWTD
276.7,Brahman,Macho,13,Baixa energia,Nordeste,26.3,14.9,536.1,167,1.55,1.1,Novilha,QVIS7AXVP5LH733
275.2,Angus,Macho,20,Alta energia,Sul,25.7,273.8,556.4,176,1.6,1.7,Novilha,YWZ60XESRJM6V3N
319.7,Brahman,Fêmea,14,Alta energia,Nordeste,33.1,88.2,610.5,103,2.82,1.2,Novilha,3X9D84JB10LCWCQ
297.5,Hereford,Fêmea,26,Baixa energia,Cerrado,33.6,247.7,568.3,157,1.72,2.2,Vaca,CQSNN1DN3P554U9
305.3,Hereford,Fêmea,14,Média energia,Sul,27.4,299.8,582.9,172,1.61,1.2,Novilha,BAMLU6T0AAKUOKQ
319.4,Hereford,Fêmea,29,Média energia,Sul,25.0,71.3,552.0,136,1.71,2.4,Vaca,WR07QA4DB2VE2FM
333.5,Nelore,Fêmea,19,Média energia,Cerrado,21.6,86.9,607.4,143,1.92,1.6,Novilha,SSLH2NJBOV9XSV2
250.7,Brahman,Macho,28,Média energia,Sul,34.3,202.2,446.2,93,2.1,2.3,Touro,FIUCTDK4D56BD5J
256.3,Brahman,Macho,19,Baixa energia,Cerrado,20.9,290.0,466.1,172,1.22,1.6,Novilha,UUGOA6AZHRHCKB4
214.1,Senepol,Fêmea,18,Baixa energia,Sul,24.5,275.6,411.6,98,2.02,1.5,Novilha,023PCSMKW12G6P3
286.7,Senepol,Macho,18,Alta energia,Cerrado,24.5,155.8,506.8,142,1.55,1.5,Novilha,1JQ0V5P21VNB9L7
205.4,Senepol,Macho,14,Média energia,Sul,24.8,240.6,398.2,166,1.16,1.2,Novilha,6JETBTJTJFBIT30
269.8,Hereford,Macho,12,Média energia,Nordeste,22.5,49.4,564.0,167,1.76,1.0,Garrote,TL4G08XOMFF1PDA
281.4,Brahman,Fêmea,15,Média energia,Nordeste,31.7,293.5,478.3,149,1.32,1.2,Novilha,YZQHRD4ZACSK949
243.0,Hereford,Macho,16,Baixa energia,Nordeste,21.8,289.7,407.7,135,1.22,1.3,Novilha,ZI9AANGM4PV3Z9B
288.6,Nelore,Fêmea,12,Média energia,Sul,29.5,57.5,517.6,143,1.6,1.0,Garrote,1G1GFDU4YLG6GSI
204.6,Senepol,Macho,26,Baixa energia,Sul,21.9,96.8,363.2,163,0.97,2.2,Touro,WG2U8K7JRWA4705
205.6,Hereford,Fêmea,16,Média energia,Nordeste,21.1,39.0,372.2,126,1.32,1.3,Novilha,OKLK1YK6J9P9E2M
323.4,Hereford,Macho,24,Média energia,Nordeste,33.6,88.8,506.3,112,1.63,2.0,Novilha,6W8DQ6FSVYV76Q6
254.0,Nelore,Fêmea,19,Alta energia,Cerrado,22.9,246.6,473.7,116,1.89,1.6,Novilha,ATLOLYR69C4LH2M
219.1,Angus,Fêmea,19,Média energia,Cerrado,32.3,119.7,434.1,159,1.35,1.6,Novilha,BPG5TE96189BPZF
278.3,Brahman,Macho,16,Média energia,Cerrado,28.2,35.6,548.3,179,1.51,1.3,Novilha,HMSWF0UDZMXMKHP
315.5,Angus,Fêmea,20,Alta energia,Nordeste,21.2,109.2,576.4,155,1.68,1.7,Novilha,ALBWVWGTZA46R3F
232.4,Senepol,Fêmea,12,Baixa energia,Nordeste,34.3,294.6,446.3,150,1.43,1.0,Garrote,OFS9NEP9VPSEZVS
293.4,Hereford,Fêmea,15,Baixa energia,Nordeste,23.7,192.6,493.5,166,1.21,1.2,Novilha,CPKFYGP39KL4338
212.8,Nelore,Fêmea,14,Média energia,Cerrado,32.9,130.7,410.3,140,1.41,1.2,Novilha,BFYAYZCWHASVVY5
207.8,Nelore,Fêmea,13,Baixa energia,Sul,22.5,58.3,473.9,139,1.91,1.1,Novilha,NJHV2HUBGUBN2S9
279.7,Brahman,Fêmea,19,Média energia,Nordeste,32.8,296.0,437.5,108,1.46,1.6,Novilha,PEMWZP3ZMLXTZVA
281.1,Angus,Fêmea,20,Alta energia,Sul,20.2,248.0,433.0,90,1.69,1.7,Novilha,3TTZCUHXEWTINN1
295.6,Brahman,Fêmea,13,Alta energia,Sul,27.7,91.6,564.9,129,2.09,1.1,Novilha,EZ5CFSOELF1S0CY
308.9,Hereford,Macho,25,Média energia,Sul,31.5,30.3,530.5,121,1.83,2.1,Touro,QOD0D17M6XKGFR7
346.4,Brahman,Macho,25,Alta energia,Cerrado,34.0,26.4,516.0,111,1.53,2.1,Touro,ZOSZVHB6CO6CO8C
277.4,Nelore,Fêmea,15,Alta energia,Sul,33.6,44.9,462.7,155,1.2,1.2,Novilha,PKQUR73ZZUBPDO1
248.4,Nelore,Fêmea,17,Média energia,Nordeste,32.3,178.4,538.3,129,2.25,1.4,Novilha,62C7BPRSUIKB0C5
319.3,Senepol,Macho,22,Média energia,Cerrado,33.3,279.3,598.2,127,2.2,1.8,Novilha,48MYF7C75AA8QGR
240.6,Senepol,Macho,14,Alta energia,Nordeste,23.0,154.1,497.1,137,1.87,1.2,Novilha,F21XQKKX64PQ7D5
265.8,Hereford,Macho,19,Baixa energia,Nordeste,24.3,254.5,488.1,144,1.54,1.6,Novilha,9W1RIK4FTT1YDY9
211.8,Angus,Fêmea,14,Baixa energia,Cerrado,24.3,139.3,439.8,164,1.39,1.2,Novilha,LRBPJUJCS0KK1K7
203.8,Brahman,Macho,25,Média energia,Nordeste,25.7,215.5,500.1,170,1.74,2.1,Touro,J2CIUG0XCKSUEJV
344.4,Hereford,Fêmea,24,Média energia,Nordeste,25.9,222.2,639.3,144,2.05,2.0,Novilha,NBXLGWX0OS3X36E
325.4,Senepol,Fêmea,24,Baixa energia,Cerrado,28.2,60.4,507.7,140,1.3,2.0,Novilha,5HCO5ULTWOK63QX
304.4,Brahman,Macho,13,Alta energia,Nordeste,22.4,114.8,576.1,149,1.82,1.1,Novilha,V5B5T4JT7BJJL0Y
261.3,Senepol,Fêmea,24,Baixa energia,Sul,30.4,194.8,440.9,97,1.85,2.0,Novilha,GCQCGDYCAZ01E0B
226.0,Brahman,Fêmea,17,Baixa energia,Nordeste,22.5,30.5,408.0,175,1.04,1.4,Novilha,ZU7FQ06OL63TY5W
223.5,Angus,Fêmea,27,Baixa energia,Sul,24.7,114.8,474.9,157,1.6,2.2,Vaca,IBLK8Q28KG2XBR6
237.5,Hereford,Fêmea,13,Baixa energia,Nordeste,27.6,165.1,448.3,164,1.29,1.1,Novilha,U83TZBEXIHBAHI3
282.4,Brahman,Macho,19,Média energia,Cerrado,31.9,298.9,572.1,161,1.8,1.6,Novilha,D9Y6J85W4VKIOLR
307.2,Nelore,Macho,28,Média energia,Cerrado,31.1,147.6,470.6,98,1.67,2.3,Touro,1ZELS4CE1W7QJAT
299.0,Nelore,Fêmea,13,Alta energia,Nordeste,29.7,246.7,525.7,179,1.27,1.1,Novilha,4V9TYEZIG5HND5Q
242.0,Brahman,Fêmea,21,Alta energia,Cerrado,22.3,135.3,529.8,91,3.16,1.8,Novilha,3GBO99E3WCHU444
343.2,Brahman,Macho,27,Alta energia,Nordeste,28.2,241.0,628.8,169,1.69,2.2,Touro,HE3LS9XZAT8NNAS
310.7,Brahman,Fêmea,17,Alta energia,Cerrado,21.3,182.7,484.2,159,1.09,1.4,Novilha,YH3GYDSZO7YM9EW
283.2,Nelore,Macho,13,Baixa energia,Sul,25.7,267.1,488.2,174,1.18,1.1,Novilha,BXEIEQTMQPYTA6C
291.8,Nelore,Fêmea,13,Média energia,Nordeste,26.2,129.2,534.7,179,1.36,1.1,Novilha,CF7YRNSQ141L0UN
262.9,Brahman,Fêmea,24,Média energia,Sul,20.6,185.2,436.8,148,1.18,2.0,Novilha,Z676DW5S6QL2XTR
237.2,Senepol,Macho,26,Alta energia,Sul,24.1,192.7,532.4,108,2.73,2.2,Touro,ZZCUUL4UGPE41QZ
253.4,Senepol,Macho,13,Alta energia,Nordeste,34.3,131.0,540.6,117,2.45,1.1,Novilha,LZNNLM4GE0P1LT0
313.7,Angus,Macho,18,Baixa energia,Sul,34.3,51.9,488.7,161,1.09,1.5,Novilha,I6X5EU9U5KKFJ74
202.2,Hereford,Macho,14,Baixa energia,Nordeste,25.3,37.1,370.4,103,1.63,1.2,Novilha,SB79F2SCQ49S4TX
217.4,Senepol,Fêmea,19,Alta energia,Sul,20.6,14.8,380.2,113,1.44,1.6,Novilha,99P3PHW6RS2ABYW
206.9,Nelore,Macho,25,Média energia,Nordeste,22.7,263.3,493.3,133,2.15,2.1,Touro,VVSPRNZ71W3BLOB
206.1,Senepol,Fêmea,18,Média energia,Nordeste,25.9,78.6,385.1,145,1.23,1.5,Novilha,C98FUJLRZASP3KD
328.3,Angus,Macho,18,Média energia,Cerrado,34.2,71.3,540.7,179,1.19,1.5,Novilha,MT73YC2J6G3JV8G
305.5,Angus,Macho,12,Alta energia,Nordeste,22.1,223.5,522.8,140,1.55,1.0,Garrote,OP8IPHGWF0JUIYG
271.1,Hereford,Fêmea,28,Média energia,Nordeste,31.5,102.8,511.0,121,1.98,2.3,Vaca,GGLCMTYFBTPUPYR
214.7,Senepol,Macho,20,Baixa energia,Sul,21.6,156.8,375.5,139,1.16,1.7,Novilha,MOQXQVUL596MC5G
273.7,Nelore,Macho,24,Baixa energia,Nordeste,34.7,57.1,457.7,130,1.42,2.0,Novilha,U7ZWRT8PWU87LGX
271.0,Nelore,Macho,28,Alta energia,Cerrado,25.7,288.3,560.7,155,1.87,2.3,Touro,WAMQBVE5GK0VWQR
226.0,Brahman,Macho,21,Baixa energia,Sul,31.6,257.0,512.3,114,2.51,1.8,Novilha,VHFXVCS1UBDQOGD
265.1,Nelore,Fêmea,21,Alta energia,Sul,25.1,260.5,532.3,150,1.78,1.8,Novilha,HIQ05CAERCW2JCW
259.8,Hereford,Fêmea,15,Média energia,Cerrado,29.4,128.0,412.7,155,0.99,1.2,Novilha,C1IG3HCQME0GXG3
292.4,Hereford,Macho,19,Média energia,Sul,22.9,231.1,491.5,131,1.52,1.6,Novilha,GDO83ISQSUKKE0L
295.3,Nelore,Macho,29,Média energia,Sul,22.2,51.7,539.5,154,1.59,2.4,Touro,7UUO7U4KSLOF7FR
206.8,Nelore,Macho,25,Baixa energia,Sul,34.1,12.5,398.1,125,1.53,2.1,Touro,E7E52W7D4XLLJ3Z
256.2,Brahman,Fêmea,29,Alta energia,Sul,33.8,15.8,542.6,165,1.74,2.4,Vaca,LJ57RQGHN2EUPV4
293.9,Nelore,Fêmea,25,Média energia,Cerrado,33.3,180.1,539.0,98,2.5,2.1,Vaca,M9OH29EI09ZG69G
275.5,Brahman,Fêmea,26,Alta energia,Cerrado,29.4,142.1,436.3,125,1.29,2.2,Vaca,AYO79MQ82WMQFV2
328.5,Brahman,Fêmea,15,Média energia,Sul,32.1,160.2,614.9,127,2.26,1.2,Novilha,S8TG88PFQKUMTOM
298.8,Nelore,Macho,24,Baixa energia,Sul,21.0,12.2,592.5,122,2.41,2.0,Novilha,4SVVKZS1L14YVXR
224.4,Angus,Macho,19,Baixa energia,Cerrado,25.0,132.6,386.1,131,1.23,1.6,Novilha,KRCKKJRUJZ4LBYC
210.6,Angus,Macho,29,Alta energia,Cerrado,24.7,218.2,440.5,150,1.53,2.4,Touro,1VTAC6MZMOZ5AZ2
296.4,Brahman,Fêmea,23,Baixa energia,Cerrado,29.5,138.4,491.9,135,1.45,1.9,Novilha,T55J8M47T7NIVW5
204.0,Nelore,Macho,25,Baixa energia,Sul,25.3,222.3,412.9,175,1.19,2.1,Touro,WJJXEGJXNRVBSCF
287.9,Angus,Fêmea,13,Alta energia,Sul,22.2,77.6,464.8,178,0.99,1.1,Novilha,OFSUXIRQDH1GJYD
341.0,Nelore,Fêmea,29,Média energia,Nordeste,28.9,245.8,577.7,150,1.58,2.4,Vaca,RG5LAMUJ0EMJSLX
286.3,Nelore,Macho,13,Baixa energia,Cerrado,32.2,180.6,580.0,107,2.74,1.1,Novilha,SII85Q2FE4MSLR9
258.2,Nelore,Macho,22,Alta energia,Sul,25.7,71.1,483.7,159,1.42,1.8,Novilha,IH807JJWN7IB953
296.5,Senepol,Macho,20,Baixa energia,Cerrado,22.0,78.6,458.9,171,0.95,1.7,Novilha,04GHEQFKVY1XMYX
268.7,Nelore,Fêmea,23,Baixa energia,Sul,23.0,192.1,511.7,169,1.44,1.9,Novilha,9OVF1ETD31KZO6H
281.8,Senepol,Fêmea,28,Baixa energia,Cerrado,23.6,250.7,482.8,104,1.93,2.3,Vaca,KYDSPR1AO4ORL51
341.2,Brahman,Macho,26,Baixa energia,Sul,24.5,130.5,619.6,137,2.03,2.2,Touro,E2HD0ISYVS97KM3
257.9,Angus,Macho,28,Alta energia,Nordeste,29.6,84.9,473.1,161,1.34,2.3,Touro,85JT0O167XLJPJQ
344.2,Angus,Fêmea,29,Alta energia,Nordeste,29.0,261.4,523.1,102,1.75,2.4,Vaca,U3CV3CLQ4BNEVCU
335.8,Angus,Macho,17,Alta energia,Cerrado,30.4,204.1,514.5,132,1.35,1.4,Novilha,5XZ7I949TMZVJVH
229.4,Angus,Fêmea,28,Baixa energia,Sul,25.4,139.9,494.7,149,1.78,2.3,Vaca,9073SQWLO4SB9IY
210.4,Angus,Fêmea,29,Baixa energia,Sul,32.4,151.5,400.2,146,1.3,2.4,Vaca,ZHLBSX1HLP62CDI
215.1,Angus,Macho,19,Baixa energia,Cerrado,23.1,69.2,480.2,160,1.66,1.6,Novilha,SK3SE9N7OLDXJQY
202.7,Angus,Macho,20,Alta energia,Sul,27.0,191.8,383.6,106,1.71,1.7,Novilha,HI0QC92O9W683TX
214.2,Brahman,Macho,17,Baixa energia,Cerrado,32.0,114.0,412.5,139,1.43,1.4,Novilha,B0NISLDOBQRSJLM
302.5,Nelore,Macho,16,Média energia,Sul,22.7,298.7,522.3,121,1.82,1.3,Novilha,4VFHJCCDUUI4UKQ
210.7,Hereford,Fêmea,23,Baixa energia,Cerrado,21.6,149.3,502.2,111,2.63,1.9,Novilha,HEDK0LFM22DNVP1
247.8,Senepol,Fêmea,22,Média energia,Sul,33.3,150.9,537.6,144,2.01,1.8,Novilha,872GSW0R7S3DQC6
326.7,Hereford,Fêmea,12,Baixa energia,Cerrado,25.1,174.1,507.7,146,1.24,1.0,Garrote,HC0SGX351746S43
203.5,Hereford,Macho,22,Alta energia,Sul,30.3,275.9,407.2,102,2.0,1.8,Novilha,S0IYJ30SAJ611I0
322.2,Nelore,Fêmea,20,Baixa energia,Nordeste,20.4,242.2,494.6,136,1.27,1.7,Novilha,XZG4ZDEP0VIRCIQ
242.3,Nelore,Macho,13,Média energia,Sul,30.4,140.8,468.8,176,1.29,1.1,Novilha,9KQXJ9GNU5BMUQ9
217.7,Nelore,Macho,23,Média energia,Cerrado,24.7,218.4,436.8,151,1.45,1.9,Novilha,VN9XK93P8B5VW0O
304.5,Angus,Macho,15,Baixa energia,Nordeste,20.8,180.0,589.6,143,1.99,1.2,Novilha,J9OPCUR53U9P3YS
294.3,Brahman,Macho,15,Média energia,Sul,29.1,152.8,583.8,118,2.45,1.2,Novilha,XLPBTGTPZ9EF3O8
331.6,Angus,Macho,29,Média energia,Nordeste,23.6,65.8,539.1,111,1.87,2.4,Touro,W1M2JQ11UUGOZZW
310.3,Brahman,Macho,26,Alta energia,Sul,25.8,144.5,534.1,154,1.45,2.2,Touro,0G5Z7KYGN12BQ3C
320.5,Brahman,Fêmea,24,Baixa energia,Nordeste,21.2,81.3,604.9,118,2.41,2.0,Novilha,UN0D0V5QP3X9ZBU
242.3,Hereford,Macho,28,Baixa energia,Cerrado,22.2,275.3,513.3,137,1.98,2.3,Touro,JYHL5A05LN43H0H
226.6,Hereford,Fêmea,17,Baixa energia,Sul,24.5,107.3,377.1,94,1.6,1.4,Novilha,D6H26EBL8RO96CZ
312.6,Brahman,Fêmea,27,Média energia,Sul,21.3,286.2,510.6,124,1.6,2.2,Vaca,63VVV7XCUQ9CFHN
321.0,Brahman,Macho,23,Baixa energia,Cerrado,33.7,164.6,534.3,163,1.31,1.9,Novilha,3MLNMZHM4JZ65V8
348.6,Angus,Macho,16,Baixa energia,Nordeste,20.1,193.1,533.1,172,1.07,1.3,Novilha,BAHR9BZPAE7U50P
261.9,Angus,Macho,28,Alta energia,Cerrado,27.3,167.5,441.8,160,1.12,2.3,Touro,4PPWPY863R7FJAQ
255.8,Hereford,Fêmea,12,Alta energia,Cerrado,21.8,47.5,411.5,135,1.15,1.0,Garrote,7FF679T3GRD6DPL
316.5,Nelore,Macho,21,Alta energia,Nordeste,24.6,119.0,563.0,124,1.99,1.8,Novilha,STYF3IQPMM2O4K6
251.1,Brahman,Fêmea,26,Média energia,Cerrado,33.9,38.8,440.5,134,1.41,2.2,Vaca,NZ5SNTQ7TI2VB72
339.6,Angus,Macho,22,Baixa energia,Sul,22.4,190.7,497.5,102,1.55,1.8,Novilha,EL7CQAAD4TRI343
328.8,Hereford,Macho,24,Alta energia,Sul,34.5,139.6,513.4,99,1.86,2.0,Novilha,ZUZJ21PDKK5R8CT
264.3,Angus,Fêmea,16,Alta energia,Sul,23.1,235.6,534.6,155,1.74,1.3,Novilha,Y384ICUW627LSPC
