id,record_origin,source_kind,generation_method,split,source_family,source_url,seed_question_number,question_text,question_type,option_a,option_b,option_c,option_d,option_e,correct_answer_letters,correct_answer_positions,multiple_correct,option_count,domain,approach,difficulty,keywords,answer_rationale,reference
PMP-0042-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,42,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? During human resource planning you identified that your team members are not sufficiently qualified for their tasks. Which may be an appropriate solution to this problem?",multiple_choice,Plan quality audits,Plan quality inspections,Reduce level of effort,Develop a training plan,,D,4,no,4,People,Predictive,medium,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 319 (""training"")."
PMP-0042-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,42,Scenario-based practice item. Which response is MOST appropriate here? During human resource planning you identified that your team members are not sufficiently qualified for their tasks. Which may be an appropriate solution to this problem?,multiple_choice,Plan quality audits,Plan quality inspections,Develop a training plan,Reduce level of effort,,C,3,no,4,People,Predictive,medium,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 319 (""training"")."
PMP-0043-00,seed,public_seed_pdf,seed_original,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"You are performing a customer project for a customer in a high-context cultural environment, while you and your team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures?",multiple_choice,Technical means for communications can focus on transfer of spoken and written language.,Communication is preferred which avoids passing over a great deal of additional information.,A message has only limited meaning without an understanding of the surrounding context.,"To understand a message, no information on history or personal opinions is needed.",,C,3,no,4,People,Agile,medium,"stakeholder, team, communications",Correct answer key carried from the original seed dataset; see reference/source URL.,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 56."
PMP-0043-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"From a PMI perspective, which option best answers the following? You are performing a customer project for a customer in a high-context cultural environment, while you and your delivery team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures?",multiple_choice,Technical means for communications can focus on transfer of spoken and written language.,Communication is preferred which avoids passing over a great deal of additional information.,A message has only limited meaning without an understanding of the surrounding context.,"To understand a message, no information on history or personal opinions is needed.",,C,3,no,4,People,Agile,medium,"stakeholder, team, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 56."
PMP-0043-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"A project manager faces this situation: You are performing a customer project for a customer in a high-context cultural environment, while you and your team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures? Select the best response.",multiple_choice,A message has only limited meaning without an understanding of the surrounding context.,"To understand a message, no information on history or personal opinions is needed.",Technical means for communications can focus on transfer of spoken and written language.,Communication is preferred which avoids passing over a great deal of additional information.,,A,1,no,4,People,Agile,medium,"stakeholder, team, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 56."
PMP-0043-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"The team asks for guidance before moving forward. Choose the most appropriate answer for this PMP-style scenario: You are performing a customer project for a customer in a high-context cultural environment, while you and your team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures?",multiple_choice,"To understand a message, no information on history or personal opinions is needed.",A message has only limited meaning without an understanding of the surrounding context.,Communication is preferred which avoids passing over a great deal of additional information.,Technical means for communications can focus on transfer of spoken and written language.,,B,2,no,4,People,Agile,medium,"stakeholder, team, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 56."
PMP-0043-04,synthetic,synthetic_augmented,exam_prompt_shuffle,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? You are performing a customer project for a customer in a high-context cultural environment, while you and your team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures?",multiple_choice,"To understand a message, no information on history or personal opinions is needed.",Communication is preferred which avoids passing over a great deal of additional information.,A message has only limited meaning without an understanding of the surrounding context.,Technical means for communications can focus on transfer of spoken and written language.,,C,3,no,4,People,Agile,medium,"stakeholder, team, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 56."
PMP-0043-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"Scenario-based practice item. Which response is MOST appropriate here? You are performing a customer project for a customer in a high-context cultural environment, while you and your team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures?",multiple_choice,Communication is preferred which avoids passing over a great deal of additional information.,"To understand a message, no information on history or personal opinions is needed.",Technical means for communications can focus on transfer of spoken and written language.,A message has only limited meaning without an understanding of the surrounding context.,,D,4,no,4,People,Agile,medium,"stakeholder, team, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 56."
PMP-0044-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"In general, processes of configuration management do not include…",multiple_choice,…identification and documentation of system or item characteristics.,…controlling changes to these characteristics in an integrative fashion.,…documenting and auditing changes and the implementation status.,…assigning responsibilities for change control and documentation.,,D,4,no,4,Process,Predictive,easy,change,Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, pages 118-119."
PMP-0044-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"From a PMI perspective, which option best answers the following? In general, processes of configuration management do not include…?",multiple_choice,…identification and documentation of system or item characteristics.,…controlling changes to these characteristics in an integrative fashion.,…documenting and auditing changes and the implementation status.,…assigning responsibilities for change control and documentation.,,D,4,no,4,Process,Predictive,easy,change,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 118-119."
PMP-0044-02,synthetic,synthetic_augmented,option_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"A project manager faces this situation: In general, processes of configuration management do not include…? Select the best response.",multiple_choice,…controlling changes to these characteristics in an integrative fashion.,…assigning responsibilities for change control and documentation.,…documenting and auditing changes and the implementation status.,…identification and documentation of system or item characteristics.,,B,2,no,4,Process,Predictive,easy,change,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 118-119."
PMP-0044-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"A sponsor wants a recommended action. Choose the most appropriate answer for this PMP-style scenario: In general, processes of configuration management do not include…?",multiple_choice,…documenting and auditing changes and the implementation status.,…controlling changes to these characteristics in an integrative fashion.,…assigning responsibilities for change control and documentation.,…identification and documentation of system or item characteristics.,,C,3,no,4,Process,Predictive,easy,change,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 118-119."
PMP-0044-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? In general, processes of configuration management do not include…?",multiple_choice,…assigning responsibilities for change control and documentation.,…identification and documentation of system or item characteristics.,…documenting and auditing changes and the implementation status.,…controlling changes to these characteristics in an integrative fashion.,,A,1,no,4,Process,Predictive,easy,change,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 118-119."
PMP-0044-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"Scenario-based practice item. Which response is MOST appropriate here? In general, processes of configuration management do not include…?",multiple_choice,…identification and documentation of system or item characteristics.,…documenting and auditing changes and the implementation status.,…controlling changes to these characteristics in an integrative fashion.,…assigning responsibilities for change control and documentation.,,D,4,no,4,Process,Predictive,easy,change,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 118-119."
PMP-0045-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,The ________ is a document which describes how the project management team will implement the performing organization's quality policy.,multiple_choice,Quality assurance plan,Quality management plan,Quality commitment,Quality audit,,B,2,no,4,Process,Predictive,easy,"team, quality",Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, page 286."
PMP-0045-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,"From a PMI perspective, which option best answers the following? The ________ is a document which describes how the project management delivery team will implement the performing organization's quality policy.?",multiple_choice,Quality assurance plan,Quality management plan,Quality commitment,Quality audit,,B,2,no,4,Process,Predictive,easy,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 286."
PMP-0045-02,synthetic,synthetic_augmented,option_shuffle,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,A project manager faces this situation: The ________ is a document which describes how the project management team will implement the performing organization's quality policy.? Select the best response.,multiple_choice,Quality assurance plan,Quality audit,Quality management plan,Quality commitment,,C,3,no,4,Process,Predictive,easy,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 286."
PMP-0045-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,The project manager needs to respond quickly and appropriately. Choose the most appropriate answer for this PMP-style scenario: The ________ is a document which describes how the project management team will implement the performing organization's quality policy.?,multiple_choice,Quality commitment,Quality audit,Quality assurance plan,Quality management plan,,D,4,no,4,Process,Predictive,easy,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 286."
PMP-0045-04,synthetic,synthetic_augmented,exam_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? The ________ is a document which describes how the project management team will implement the performing organization's quality policy.?",multiple_choice,Quality audit,Quality assurance plan,Quality management plan,Quality commitment,,C,3,no,4,Process,Predictive,easy,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 286."
PMP-0045-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,Scenario-based practice item. Which response is MOST appropriate here? The ________ is a document which describes how the project management team will implement the performing organization's quality policy.?,multiple_choice,Quality assurance plan,Quality management plan,Quality audit,Quality commitment,,B,2,no,4,Process,Predictive,easy,"team, quality",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 286."
PMP-0046-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,What do you expect when you are submitting an invitation for bid to sellers?,multiple_choice,Offers which will differ significantly in solution approach and price.,Offers which are similar enough to allow a selection based on price.,Offers which are not primarily written to win against competition.,General information on a seller's ability to provide the goods or services.,,B,2,no,4,Business Environment,Predictive,easy,,Correct answer key carried from the original seed dataset; see reference/source URL.,"Project Business Management by Oliver F. Lehmann, pages 91-92."
PMP-0046-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,"From a PMI perspective, which option best answers the following? What do you expect when you are submitting an invitation for bid to sellers?",multiple_choice,Offers which will differ significantly in solution approach and price.,Offers which are similar enough to allow a selection based on price.,Offers which are not primarily written to win against competition.,General information on a seller's ability to provide the goods or services.,,B,2,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Business Management by Oliver F. Lehmann, pages 91-92."
PMP-0046-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,A project manager faces this situation: What do you expect when you are submitting an invitation for bid to sellers? Select the best response.,multiple_choice,Offers which are not primarily written to win against competition.,Offers which will differ significantly in solution approach and price.,Offers which are similar enough to allow a selection based on price.,General information on a seller's ability to provide the goods or services.,,C,3,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Business Management by Oliver F. Lehmann, pages 91-92."
PMP-0046-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,This appears in a scenario-based practice exam. Choose the most appropriate answer for this PMP-style scenario: What do you expect when you are submitting an invitation for bid to sellers?,multiple_choice,Offers which are not primarily written to win against competition.,Offers which will differ significantly in solution approach and price.,General information on a seller's ability to provide the goods or services.,Offers which are similar enough to allow a selection based on price.,,D,4,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Business Management by Oliver F. Lehmann, pages 91-92."
PMP-0046-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? What do you expect when you are submitting an invitation for bid to sellers?",multiple_choice,Offers which are similar enough to allow a selection based on price.,Offers which will differ significantly in solution approach and price.,General information on a seller's ability to provide the goods or services.,Offers which are not primarily written to win against competition.,,A,1,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Business Management by Oliver F. Lehmann, pages 91-92."
PMP-0046-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,Scenario-based practice item. Which response is MOST appropriate here? What do you expect when you are submitting an invitation for bid to sellers?,multiple_choice,General information on a seller's ability to provide the goods or services.,Offers which will differ significantly in solution approach and price.,Offers which are not primarily written to win against competition.,Offers which are similar enough to allow a selection based on price.,,D,4,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Business Management by Oliver F. Lehmann, pages 91-92."
PMP-0047-00,seed,public_seed_pdf,seed_original,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,What is important for quality auditors?,multiple_choice,They must be in-house personnel.,They must be external-party staff.,They must be mandated by the auditee.,They must be properly trained.,,D,4,no,4,Process,Predictive,easy,quality,Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, pages 294-295."
PMP-0047-01,synthetic,synthetic_augmented,paraphrase_stem,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,"From a PMI perspective, which option best answers the following? What is important for quality auditors?",multiple_choice,They must be in-house personnel.,They must be external-party staff.,They must be mandated by the auditee.,They must be properly trained.,,D,4,no,4,Process,Predictive,easy,quality,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 294-295."
PMP-0047-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,A project manager faces this situation: What is important for quality auditors? Select the best response.,multiple_choice,They must be external-party staff.,They must be mandated by the auditee.,They must be in-house personnel.,They must be properly trained.,,D,4,no,4,Process,Predictive,easy,quality,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 294-295."
PMP-0047-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,You are reviewing the situation during delivery. Choose the most appropriate answer for this PMP-style scenario: What is important for quality auditors?,multiple_choice,They must be properly trained.,They must be in-house personnel.,They must be mandated by the auditee.,They must be external-party staff.,,A,1,no,4,Process,Predictive,easy,quality,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 294-295."
PMP-0047-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? What is important for quality auditors?",multiple_choice,They must be external-party staff.,They must be mandated by the auditee.,They must be in-house personnel.,They must be properly trained.,,D,4,no,4,Process,Predictive,easy,quality,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 294-295."
PMP-0047-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,Scenario-based practice item. Which response is MOST appropriate here? What is important for quality auditors?,multiple_choice,They must be in-house personnel.,They must be external-party staff.,They must be mandated by the auditee.,They must be properly trained.,,D,4,no,4,Process,Predictive,easy,quality,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, pages 294-295."
PMP-0048-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,Your agile team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages?,multiple_choice,Scope change and scope creep,Internal - political – economical – external – environmental,Simple – complicated – complex - chaos,Project complexity – product complexity,,C,3,no,4,People,Agile,medium,"team, agile, scope",Correct answer key carried from the original seed dataset; see reference/source URL.,"Agile Practice Guide, page 14."
PMP-0048-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,"From a PMI perspective, which option best answers the following? Your agile delivery team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages?",multiple_choice,Scope change and scope creep,Internal - political – economical – external – environmental,Simple – complicated – complex - chaos,Project complexity – product complexity,,C,3,no,4,People,Agile,medium,"team, agile, scope",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, page 14."
PMP-0048-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,A project manager faces this situation: Your agile team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages? Select the best response.,multiple_choice,Project complexity – product complexity,Internal - political – economical – external – environmental,Scope change and scope creep,Simple – complicated – complex - chaos,,D,4,no,4,People,Agile,medium,"team, agile, scope",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, page 14."
PMP-0048-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,The team asks for guidance before moving forward. Choose the most appropriate answer for this PMP-style scenario: Your agile team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages?,multiple_choice,Simple – complicated – complex - chaos,Scope change and scope creep,Project complexity – product complexity,Internal - political – economical – external – environmental,,A,1,no,4,People,Agile,medium,"team, agile, scope",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, page 14."
PMP-0048-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? Your agile team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages?",multiple_choice,Simple – complicated – complex - chaos,Internal - political – economical – external – environmental,Scope change and scope creep,Project complexity – product complexity,,A,1,no,4,People,Agile,medium,"team, agile, scope",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, page 14."
PMP-0048-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,Scenario-based practice item. Which response is MOST appropriate here? Your agile team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages?,multiple_choice,Scope change and scope creep,Project complexity – product complexity,Internal - political – economical – external – environmental,Simple – complicated – complex - chaos,,D,4,no,4,People,Agile,medium,"team, agile, scope",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, page 14."
PMP-0049-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,49,"You are running a major project with four sub-projects. Each of the sub-project managers has developed a risk management plan, identified many risks, analyzed them and planned for risk response. It is now two months later. What should you not do?",multiple_choice,Ensure that they handle all risks to save you from project level risk control.,Make sure that the sub project managers monitor their project work for new and changing risks.,Make sure that the sub project managers keep track of the identified risks and those on the watch list.,Make sure that the sub-project managers monitor trigger conditions for contingency plans.,,A,1,no,4,Process,Predictive,medium,risk,Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, page 397."
PMP-0049-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,49,"From a PMI perspective, which option best answers the following? You are running a major project with four sub-projects. Each of the sub-project managers has developed a risk management plan, identified many risks, analyzed them and planned for risk response. It is now two months later. What should you not do?",multiple_choice,Ensure that they handle all risks to save you from project level risk control.,Make sure that the sub project managers monitor their project work for new and changing risks.,Make sure that the sub project managers keep track of the identified risks and those on the watch list.,Make sure that the sub-project managers monitor trigger conditions for contingency plans.,,A,1,no,4,Process,Predictive,medium,risk,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 397."
PMP-0049-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,49,"A project manager faces this situation: You are running a major project with four sub-projects. Each of the sub-project managers has developed a risk management plan, identified many risks, analyzed them and planned for risk response. It is now two months later. What should you not do? Select the best response.",multiple_choice,Make sure that the sub project managers monitor their project work for new and changing risks.,Make sure that the sub-project managers monitor trigger conditions for contingency plans.,Make sure that the sub project managers keep track of the identified risks and those on the watch list.,Ensure that they handle all risks to save you from project level risk control.,,D,4,no,4,Process,Predictive,medium,risk,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 397."
PMP-0049-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,49,"A sponsor wants a recommended action. Choose the most appropriate answer for this PMP-style scenario: You are running a major project with four sub-projects. Each of the sub-project managers has developed a risk management plan, identified many risks, analyzed them and planned for risk response. It is now two months later. What should you not do?",multiple_choice,Make sure that the sub project managers keep track of the identified risks and those on the watch list.,Ensure that they handle all risks to save you from project level risk control.,Make sure that the sub-project managers monitor trigger conditions for contingency plans.,Make sure that the sub project managers monitor their project work for new and changing risks.,,B,2,no,4,Process,Predictive,medium,risk,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 397."
PMP-0049-04,synthetic,synthetic_augmented,exam_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,49,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? You are running a major project with four sub-projects. Each of the sub-project managers has developed a risk management plan, identified many risks, analyzed them and planned for risk response. It is now two months later. What should you not do?",multiple_choice,Ensure that they handle all risks to save you from project level risk control.,Make sure that the sub-project managers monitor trigger conditions for contingency plans.,Make sure that the sub project managers monitor their project work for new and changing risks.,Make sure that the sub project managers keep track of the identified risks and those on the watch list.,,A,1,no,4,Process,Predictive,medium,risk,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 397."
